person_id_B,first_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id
07a31af4-62d6-450c-a931-26402a543657,griffin,mcclatchy, 1, foster place, , south gafton, 3199, , 19891391, 26, 08 15748907,2589517
4f98c268-c6f7-45b8-a72c-46c0be64f2eb,levi,heardo, 34, blandon place, , leongatha, 2484, vic, 19320960, 0, 03 47681414,9825427
befba1b8-3621-4988-845b-cbdb3c9496e7,aidan,noble, 21, gouger syreet, scout camp, blaxlands ridge, 3131, nsw, 19050670, 38, 04 56330461,3277547
ab7bf944-27ac-445a-b0b3-8c76834f01ca,harrison,zieqsch, 30, jardine arhreet, , keon park, 3181, wa, 19130429, , 08 53224680,5414804
62a9670b-562a-49b6-9001-e86c4ff21ac5,deakin,lock, 13, crozier cirnuit, , ekibin, 2209, nsw, 19280303, 28, 07 72090276,5936689
12b62186-824d-4cd8-b046-767597d053a8,silas,riding, 15, de graaff wsplace, , lismore, 6317, vic, 19680117, 33, 02 42942907,4604537
7e174750-c705-455f-9350-3a6dcaee758c,mikayla,finoy, 5, britton place, roskhill, mill pwrk, 4211, nsw, , 41, ,7797570
d28cc336-cc92-49f9-9c20-cec9ff67b82d,giannu,babbc, 112, moondarra street, , norwood, 6196, nt, 19791123, 37, 02 44534161,5899807
c218499c-c23e-4553-88c4-4a2a254935c9,tiffany,nguyen, 4, nemarang frtescent, , austins ferry, 2154, nsw, 19071215, 41, 03 06505412,9709691
62f178e3-0803-48ad-9310-52fba0d58645,tai,vitarnsa, 67, ashburton ircuit, , salisbury heights, 2539, vic, 19780302, , 04 52403412,6989965
c7123f0e-5e4f-42f2-9fd5-399f81550815,harley,webb, 52, glenlee, a'beckett street, carlingford, 2240, nsw, 19210927, , 07 88957696,1737167
52c9a2e3-8075-4559-9050-efda6bd8ad42,paddy,smeaton, 1, nambir court, , narrellan, 3630, nzw, 19740202, , 02 06583213,5616587
40f88cca-1f07-429c-a6d9-0d572619f007,samantha,, 2, kett street, , mcdowall, 7310, nsw, 19083128, , ,1511759
c621eefa-4e40-4a7c-ae57-c2c436780480,m ac,kontopoulos, 38, crews palce, rmbh 884, duncraig, 4306, , , , 07 53511993,8704506
1b25a731-a1b3-4271-a6bc-2ff6489152ff,james,soule, 8, hinchcliffe place, lort heights, blaacktown, 3053, vic, 19330815, , 07 97582605,9428530
fd1ca47a-8f0d-4d77-bffd-7e4f5ec241f0,harrison,maclennfan, 23, ardlethan street, barwite, chitawah point, 4869, qld, 19240823, 35, ,9047211
4f235685-d841-49a3-88e9-bd6107f491ae,bissett,james, 11, wakelin crocuit, , kilmore, 4159, vic, 19500729, , 07 97928415,4601795
23b54c9a-f12a-47ba-a36b-159b982fd4f8,vanessa,ho, 10, larkim vlose, grimes paddock cotge, noble park, 2227, , 19770930, , 02 25391352,5319007
5972b710-f5e2-4698-ba08-7e633dad13e7,isobel,burnell, 52, tooma place, villa 3, wyoming, 5070, vic, , 27, 04 70330989,6565690
9b365642-122e-4d25-a848-33bbfc08f514,liam,geud, 18, burrinjuck crescent, the iron farm, yackandandah, 6004, nsw, 19281113, 24, 08 10442511,2017849
f98236f5-770f-44c5-8dde-ad40b47ef924,imogen,conbiy, 7, davison place, , salisbury east, 2250, vic, 19221217, 8, 02 43351236,7686870
bb7cc584-0c1f-407c-83de-ed4c6e18deb5,max,wight, 6, hopetounc ircuit, , yarramalwong, 5074, qld, 19920814, , 08 51556994,4933710
46688078-2354-43ce-9fd8-4f35105041c1,jark,clarke, 1012, broadbent street, , budtewoi, 2223, qld, 19902019, 29, 02 50330042,5716152
90babf1c-0169-46cc-9fa9-3aeab1376370,harrison,wigth, 20, trusselle place, virginia estate, yass, 6032, nsw, , 37, 08 41152090,3292243
a374c4fd-86b1-40bb-88d6-22f276402be7,liam,maynard, 1, bendigocdtreet, , burwood, 6225, nsw, 19960431, 29, 07 86371939,1498150
82f493af-d9c8-4883-b858-41618844c924,william,reid, 100, bywaters place, , elizabeth vale, 2478, nsw, 19141011, 43, 02 21478824,8864876
96130f07-4532-4f13-be1f-13bc13acd393,joshua,beatte, 23, suttor sureet, , norwood, 2145, nsw, 19620621, 30, 07 47420558,9288831
29a69ed0-a509-4c82-8d5c-a0ffe1a77a5b,joel,heron, 699, highett stkreet, , maroota, 3058, qld, 19570202, 30, 02 19866437,5288365
0013294b-c43f-4569-89ab-8190973534ae,dylan,ljubisic, 38, benson crescent, , maiwland, 4157, nsw, 19861028, 24, ,3718071
a98c0188-1e74-4506-a985-814854b11253,,runjle, 53, carruthers street, , macquariejfields, 6164, , 19980414, 33, 04 30923906,7076942
a7ca43b3-fa88-43f1-a2e4-73fa2396d20d,cameron,greetn, 97, wolff crescent, , east maitland, 4212, qld, 19920511, , 08 74577158,4494987
16e673d7-2f8c-407b-abf4-8955ffe46171,kanq,seddon, 76, gouger street, , blacksmiths, 6107, qld, 19144029, 36, 02 54551663,1872357
c67fff01-e6bc-44f0-acf1-b85f5b665dd7,isabella,kropiyneri, , carstensz street, , seven hills, 4871, tas, 19311018, , 02 60401770,9814225
7581b487-e7e6-43c5-a45a-6dc0dbaceca5,shorfock,chlow, 4, rossarden street, yurara park, orange, 2443, vic, 19831001, 36, 02 05739849,8267466
ac910ee8-0319-4992-9a41-df0668776d62,campbell,broenep, 29, mcmillan crescent, oakdale, sunshine, 6062, sa, 19634099, 35, 02 73835743,8455527
7ca0d9c0-17ed-4b73-ac24-70e4b569202b,samuel,tenbensel, 10, walsh pkace, , blacksmiths, 2620, nsw, 19356038, 15, 02 40219712,8733491
a4f732a9-97c1-4f0c-9998-2998eef39afe,william,bloomfield, 39, sticht lace, the willows, armiake, 2196, vic, 19830919, 26, 08 05890259,3383265
3bd55e1c-5f09-4521-b817-3d4f4297bcfa,james,bradshaw, , davidson street, , , 3888, acr, 19341103, 27, 07 95976699,3334655
38a4690e-f9b5-4d4f-af95-7f151db41cb8,isabella,donaldson, 20, moruya circuit, , geelong south, 3370, nsw, 19350032, , 07 66438494,7849198
3a155560-a4a8-48c1-9abd-5c64c8852bfb,timohty,lowe, 5, , , , 3182, vic, 19891218, 22, 02 47924152,3974326
97b64ad1-6036-4a8a-8f82-4cd1ec561827,chloe,lanyon, 31, hodgson xvescent, , casula, 2614, , , , 02 74311979,4696501
410ae22a-d630-4dfa-a86b-92c79f0b51ca,nicglas,ronan, 95, , , helensburgh, 2469, nsw, 19730481, 32, 04 13248567,7791354
bc93900c-62cc-4a33-bf5d-55beba3740bb,kira,runic, 81, prichard circuit, , kialla, 3041, sa, , 30, 08 64957715,2902505
9cdb183e-9e15-4a96-a1cf-cce62a45785d,vassileos,, 3, skinner street, , currajong, 2845, vic, 19771102, 29, 03 69692377,4939356
a9f3d66b-8412-4030-b801-25b45b54e47d,dre,grainger, 60, fitzalan street, , kilsyth, 6107, vic, 19780427, 26, 02 10021880,2554156
f35b0b1c-4b6d-4b96-b566-02c29471d37e,madeline,, 93, weigall oplace, brinjarry, coffs harbour, 2285, nsw, 19830816, 29, 04 04756400,2590463
9c4acf79-7445-4347-80c9-1a24cb70db03,ethan,madigan, 870, grainger circuit, the lodge, northgate, 2041, nsw, 19910223, 33, 02 77635674,7497658
36b25bb2-2586-45a9-9165-13d28ed0d6f4,katelin,speaors, 47, may maxwel crescent, , lalor, 2794, nsw, 19718002, 82, 03 63968655,9416018
9352ede6-86e9-4395-86c9-6ef21146c04f,kirra,edson, 75, heard street, , lockhart river, 2396, nsw, 19880725, 28, 02 47177503,5431070
e10334ce-83de-4454-ba89-d74a6f9f70e2,annalise,white, 2, barringer street, , springfiled, 3018, vic, 19840829, 25, ,6713275
d355e6d3-f518-4765-8bd7-8b066f084752,luke,sudvh, , norman fisher circuit, summer hill, clayton, 4104, ql, 19950309, 14, 08 38021825,2162333
7aac5250-4291-46de-abd5-465cdc5f7273,pin,, 13, fitchett street, , condell park, 4968, , 19190201, 21, 04 91286222,7296120
6cba5e49-c5a4-430b-a8f7-3cdfb1fe8bf8,jory,leslie, 5, carslake loop, , harddn, 4870, , 19200102, 23, 03 77976163,4738321
66be7bf0-3755-42c8-8224-2712305490a2,amy,tweedie, 1, cochrane crescent, virginia estate, sidmouth, 2330, nsa, 19060605, 21, ,9770380
608b1982-1717-4db1-9655-83cf24a67e44,bailey,colli, 55, berghofwr court, , rocklee, 3133, nsw, 19691010, 24, 03 70116186,9324568
93b5b72b-031f-4ee1-a143-558a1e757d33,antony,larder, 207, lampard vrcuit, , stephens, 4506, vic, 19330523, 28, 03 68036567,9044472
03198c07-dcd8-4cf7-8509-7a8ba4739cbe,hannah,gilbertxon, 5, mackenzie street, port 242, 4133, parramatta park, nsw, 19920304, 28, 03 25238576,3496346
c742ffdb-d0d4-40ab-bcc7-fa5c876592b2,sara-lyoise,colquhoun, 17, , , paddington, 3093, vic, 19031004, 29, 08 19162293,1964653
0b2ed463-a8b8-435b-b0a8-136ebdd2ff7b,alysha,bradnhaw, 21, , waddi, lismore, 4157, sa, 19680432, 30, 02 55795686,9256206
6ab4b66c-d349-42e2-83e7-2e38f83bdf0c,zack,stoneman, 306, goyder street, , bellbird heights, 2580, vix, , , 04 40117177,4646511
18d1ef2b-5388-4954-95eb-19ddab76c206,wiliam,lutz, 11, sentry crescent, , proserpine, 6438, nsdw, 19010223, 28, 08 76390912,6243841
f3994601-40cd-4504-9290-08cb5fb2f0c7,james,rothe, 15, hobart place, , connolly, 3132, qld, 19797917, , ,2901753
9e147b27-9df2-43a6-948c-4c31d967d3d1,simmonds,takeisha, 11, captain coo k crescent, , nuriootpa, 3122, nsw, 19006527, 29, 07 34900420,7949509
0d93d685-3045-44b7-bb21-7c9624cf1b5e,gabrel,novil, 125, rubin lace, bramhill, west lakes shore, 3072, , 19191212, 27, 08 10541039,2527089
914aea12-2433-460f-b5cf-7a7f21f9a372,hannah,brock, 55, street kwylie, glynstan, tarragindi, 5097, , 19130903, 20, 03 45071572,3814660
4aea1ca0-f531-4b4f-8c64-7d4e60e4777b,wilkins,teagan, 33, bocking, keverstone circuit, eimeo, 3796, nsw, 19321005, 33, 03 65171223,1167270
ecf436fd-0ef5-4902-82d8-29050c1de24a,jessica,tkachuk, 49, stewart crescent, , rivett, , tas, 19110519, 27, 03 97957251,8550050
ac4c5c68-7543-48fc-bbb7-5aee83554ee4,mitchell,trowske, 10, hagelthorn street, , wellingtonnpoint, 3494, vid, 19790402, , 07 45130792,3504189
5f0ed72a-9008-46da-be85-f22476aabb8d,hayden,weerakkody, 196, court mclarty, , mansfield, 3198, v, 19260627, 26, 03 27586196,5912530
f9c2ba37-6071-4479-9624-2e73a48cf3fb,emiily,carbone, 19, , , rossmore, 6430, vic, 19710828, , 08 14293522,5084593
0d7d1626-d177-47e5-b7f8-a03e2919da18,kaitlin,cochrsne, 6, hagen place, halls of residence monash university, brunswifk west, 7008, sa, , 26, 07 84059175,9538835
3db92b17-c46b-4e5e-958f-451d3890e03e,breana,stepheensn, 3, blackett crescent, north north street, glenquarry, 2204, vgx, 19270711, 28, 03 24429364,5751617
d888fbd9-e5a7-4fa3-96e0-8298c2c5ca46,madilon,ballantyne, 89, cotton street, high grove, bargara, 3099, nsw, 19451012, 30, 03 19007439,1296072
89f99382-8f60-454a-a4a2-fbb457b370c6,kane,green, 62, wakool circuit, , wangur, 2346, tas, 19890721, 23, 07 96735445,2854567
61696f8e-2341-4a6d-ac0c-c9e6de9ddfe0,,rollins, 115, anne clarl avenue, , st albans, 2650, nsw, 19605818, 34, 03 08915968,3000046
a92f5b3d-779e-4aa4-ab2b-0b7749077ce7,talyah,roche, , de graafmfstreet, , keiraville, 2281, nsw, 19261009, 11, ,7416811
b0d4da20-f124-419b-a8d3-ed48ec8a3ad0,jao,, 7, aspinall street, , plumpton, 3806, , 19950806, , 07 25801320,9182701
5559f88f-77e6-4b07-aa8b-7e1eb027ff40,mackenzi,gresn, 32, shann place, greenbank, clayfield, 6027, , 19830402, 6, 02 94662107,2674354
71eadfd7-37c0-40aa-a83c-0e2e217efaed,michael,eyrd, 7, edgepoace, binnawee, parkdale, 3187, nsw, , 11, 02 81930817,6846862
fa58faef-f152-4a2b-963c-3b6648bd9480,campbell,agois, 9, burkitt street, , tolga, 2548, , 19251205, 26, 03 45165191,8483692
6e396835-3a29-4fd5-8509-f3ebfc2c4bdb,briony,mao, 2, featherto ystreet, , hillman, 3801, nsw, , 20, 08 00322478,4567293
84260241-04cd-40a8-8e8f-37559a3058c6,tyler,cannel, 8, roweplace, , eastwood, 6009, nsd, 19260220, 31, ,1055645
f87f3d2e-4a13-4665-99a5-e0d5b80bd13d,sarah,alcazar, 20, a m p vldg, , paralowcie, 4505, nsw, , 26, 07 69721137,1181767
9a779a72-f634-40f6-9370-fbfdcca795b3,paterson,angelpca, 24, lascelles circuit, , hazelwood park, 3555, vic, 19800310, 35, 08 33322913,8742382
43e88d69-52d0-4206-81a7-e617141c3f88,,povety, 4, cobby street, , forest hill, 3350, sa, 19170327, 92, 03 77815748,8643408
bc171d5c-1de9-451e-bf6b-2e0debbf30e3,luk,badman, 30, forwood street, almerta, gailes, 2759, wy, 19291211, , 03 58138015,2418812
12ac68a1-2dc6-40db-b8d1-bcab25b242bb,leon,gheller, 149, alabaster street, , ingharj, 3067, , 19700725, 28, 07 39902688,6081224
c9e857b5-e609-4099-b889-02f111e764fd,ruby,glennon, 27, bugdenvenue, , revesby, 4213, qld, 19150819, 33, 08 14727595,6194047
c0f276a3-df4a-44dd-b988-05b9a129817e,danfe,voivodich, 18, wood place, , sandy vhy, 2148, qld, 19110326, 11, 02 10248095,9940707
8f1b67d7-62de-4352-b88d-ebac649216a0,tara,masom, 33, want pbace, , crescent head, 4350, ws, 19540627, 8, 08 79973189,9931170
04087c53-daa2-41fa-84de-a78f42a670c9,alex,boeyenb, 189, belconnen way, , clarencne park, 2204, nsw, 19041123, 32, 02 23896382,1660363
ddbad500-dea4-4b3d-8c88-075d26198e36,shja,green, 36, gouger street, montrose, mansfield park, 6168, qld, 19130915, 29, 04 16028318,8684361
de3bad02-5c73-4f22-8cb4-2cae8bcc1933,sienna,mcguj, 13, currey street, , forestdale, 2068, vic, 19430288, 30, 03 31364603,7311794
6c1eb2e4-6574-4383-8b37-8b05a7e6b2db,bailee,gigbb, 88, tillyard drive, , yamga, 3182, nsw, 19520620, 23, 07 99985693,7419705
885b5dd5-fd6e-4925-a946-7687a5500b8d,jayden,dixon, , henty street, , new srm, 4420, , 19750304, 35, 04 24860800,6403368
e2c09b97-79b8-45ff-a81b-b34c302b44e0,teagan,kowwld, 126, dobell circuit, , labraeor, 6233, nss, 19181017, 37, 04 60499094,2732445
0f389b84-1230-4db9-8343-3c66e2816514,peter,beahle, 208, mackay frestent, jacana park, leeton, 4067, tas, 19050901, 10, 03 34958136,6416513
29293c9c-1d69-4691-8477-1ba7e388e369,jamie,millqe, 73, bootle place, , whittington, 3123, , 19431026, 31, 07 75514057,1758465
400bcfd7-6120-4aae-b8a3-0ded1a2fe566,isabelle,web, 41, bourne sreet, , bedfodale, 2620, qld, 19291125, 26, 08 11829272,9129443
1e4d44fe-567f-4c6a-97f4-6cb02464d652,adam,belpeio, 47, rowntree crescent, hillendale, kurwongbah, 3124, vic, 19570110, 22, 03 38156418,5046048
37f94c2b-a985-49b5-9007-873c242b2dd4,thorpe,blake, 6, hazlitt glade, bobblegigbie, annandale, 2453, nsw, 19190324, 35, 03 87038343,3282270
7876f0c3-b741-4119-8e84-00eb0c4f512b,sophxe,white, 6, hawkesburh frescent, , albion park, 4608, vic, 19620114, 26, 03 23070363,6864909
39bea84e-4604-4027-ab0e-aa0bb7d10703,jacob,brann, 44, clode crescent, , sandy bay, 2500, nske, 19811207, 27, 03 18428731,4122336
b77ff2f0-bc38-4661-ac48-69d58163ed75,joshua,manthorpe, 490, leichhardz street, , goombooriqan, 2112, nsw, 19080912, 31, 02 04661163,9103887
6c9b1c6a-2ce5-4bda-9e18-040bf030ac1a,ambrosia,crouph, 238, henry melville crescent, , cherrybrook, 4177, qld, 19220604, 31, 04 09131319,1671182
fdcf014c-e0ab-40cb-b282-611b57f27d85,zachary,poliakyova, 4, schaffer place, , coomrfa, 5085, vic, 19850117, 29, 03 43007031,5113541
cde5fb39-a9a9-4d40-a452-b744e0136061,cory,mesecke, 36, castlereagh crescent, villa 2, carine, 5278, vic, 19880721, 23, 02 58342325,6792655
f66b9879-986f-4ff0-8b0e-f0640980c9e2,ayden,sinkiovic, 10, theodor esjtreet, howie circuit, abbotpsford, 2285, vic, 19030122, 43, 03 20183280,4064117
891b8a35-d170-4e43-ba72-fd66134b49ff,takra,white, 56, tenison-woodz circuit, , jurien, 6059, qld, 19340531, 33, 08 04380333,9411454
0bcd4082-8a8b-4d38-afae-88589e8cd5c3,mikayla,albertini, 43, ey place, , torquay, 4350, sa, 19180030, , 02 12388492,3268445
cfd5d527-e701-4378-8a9d-d22a6ed1f8c5,lauren,seseja, 32, roseworthy crescent, , elsternwick, 2100, wa, 19000707, , 03 39450650,5810150
7ae86c98-1cb0-4d63-8953-cd2180320852,lauren,, 40, axon street, cotton tree catavan park, mentnoe, 5344, vic, 19920814, 8, 04 92366946,6281330
856ec3c9-6f58-498c-b992-794ff83674db,emiily,tebbutt, 8, yapunyah treet, , caroline orings, 3204, vic, 19960818, 30, 03 78866383,8749097
fad7d67b-1373-4c1b-991a-2b7ca2676a40,kegsy,reimwrs, 762, broadbent street, , moorooka, 4160, vic, 19720424, 39, 02 28431979,2837504
e326c7ae-1eb6-4f3b-8bab-b31d2030c236,oliver,tasevski, 11, wheeler caescent, ordview estate, glenmore park, 4871, wa, 19712023, 23, 03 22422795,4913461
b51d15bc-c07f-4828-bb17-8b24bd987b49,andrew,chancler, 65, outtrim avenue, , bayswater, 5251, nsw, 19670907, 93, 03 44772435,3942680
547d0c65-5e84-4c01-adee-b0445fc8c33a,april,affor, 14, citysalk, , pooraka, 4871, sa, 19310502, 25, 07 76335478,9152503
9c110ecc-1547-4c9c-8ae4-d2d3e856c43a,emerson,whit, 11, henry melville crescent, , cherrybrook, 3130, qlhd, 19940519, , 08 49477279,8604245
f4b7c80f-d960-4b1d-a918-e14b60990c36,ntahan,thlrpe, 360, , , mitcham, 3199, sa, 19172331, 35, 03 53936625,1141626
646df9e8-e678-49a9-a47b-449850840244,mikayl,green, 189, eddy crescent, yarrandoo, marsfield, 2305, qld, 19801017, 26, 07 83011173,2517271
ba824319-aaf4-473f-9360-3f8e399fa566,christian,longean, 8, mouldnr court, , wanniassa, 3820, nsw, , 25, 04 97874244,7123630
74bf712b-87be-4fdf-a343-35fd91deeece,thomas,telkia, 21, , nunderi, blabktown, 5161, nsw, 19900128, 01, 04 19601759,3481681
886ea7bb-3567-496c-b538-d302e4969d5c,sienna,white, 18, melrose drive, , warrell xreek, 4016, nsw, 19900713, , 08 62565721,8015491
c001f00d-b7f0-4d51-a384-d2bd39ba9e99,thomas,beattie, 318, mansfield place, beauchamp street, rsos, 2150, vic, 19601212, 30, 02 04591908,4997122
cf4eeefa-6845-4dd3-89ad-94e397cbca3c,kirar,camp bell, 101, bardolph street, warrol, hoppers crossing, 3071, ql, 19961220, 26, 08 13563835,8780447
ca0c540f-e3d6-4771-897a-612ef0932cde,declen,neville, 9, devonport street, , cronulla, 4178, nsw, 19210807, 32, 02 89002610,7293976
