rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-1058-dup-0, jacob, webb, 107, court jauncey, , st ives, 2073, vic, 19391023, 33, 03 74007096, 6216860, 9
rec-671-dup-0, jessica, afford, 21, tompsond ztgreet, bethany, penrith, 2500, , 19570728, 26, 03 35219030, 2226105, 8
rec-1492-dup-0, makenzie, skladzien, 42, hopetoud rcuit, , largs, 3155, visx, 19070730, , 07 16257962, 7993886, 0
rec-981-org,   connor, beams, 2, catchpole street, , bowral, 4020, sa, , 20, 04 18566591, 8378673, 9
rec-1541-dup-0, emiily, gioia, 7, landsborough street, , boulder, 3037, nsw, 19150629, , 08 18113641, 4122940, 3
rec-902-org,   harrison, reid, 117, demaine crescent, , bunbury, 5083, nsw, 19010604, 25, 02 14119927, 8192041, 7
rec-1849-org,   amy, heithersay-jones, 6, davice place, , port noarlunga south, 4510, vic, 19030418, 23, 04 98533329, 1667903, 3
rec-600-dup-0, campbell, reid, 8, gosse steet, dharmananda, orange, 5034, wa, 19260540, 26, 07 92607826, 2026645, 1
rec-354-org,   finn, mac neill, 22, elliott street, ardrossan, kardinya, 4215, nsw, 19050110, 33, 07 66463753, 5747880, 3
rec-1711-dup-0, rosie, bindi, 60, sherbrooke street, , parap, 2759, vic, 19450604, 5, 08 09194008, 4115238, 8
rec-929-dup-0, heath, boyle, 10, yirawalaastreet, peridon vlge, north ward, 6009, nsw, 19030914, , 02 20935418, 1401883, 7
rec-111-org,   cooper, webb, 4, o'connell street, , warilla, 6153, nsw, 19380911, , 04 11311104, 6143346, 3
rec-245-dup-0, ty, boxer, 20, tillyard drive, lucille santa, nepy, 5116, , 19780227, , 02 72071016, 2073129, 5
rec-1859-dup-0, tyler, gillis, 6, theodore street, pinnacles caravn park, calliope, 5065, , 19580926, 11, 03 39632493, 2794686, 2
rec-640-dup-0, eliza, mccarthy, 592, , kalang, mulgrav east, 3079, wa, 19210108, , 02 65171921, 7049821, 1
rec-541-dup-0, marcus, reid, 40, colefax place, , burwood, 4076, sa, 19880309, 19, , 9861825, 6
rec-56-org,   thomas, noble, 6, powlett street, ashdown, bunyip, 6020, sa, 19280526, 37, 07 67240010, 7018105, 7
rec-1177-org,   rupert, clarke, 25, mcgill street, , clayton, 6430, nsw, , 35, 08 01452366, 3127396, 7
rec-956-org,   laura, hilton, 58, savige street, , lansvale, 4132, nsw, 19240418, 27, 07 91099457, 3338888, 2
rec-225-dup-0, holly, renfrey, 33, neil place, , shell cove, 2251, vic, 19450319, 28, 03 07473021, 6602386, 1
rec-1222-dup-0, madeline, webb, 27, dugan street, woorabinda, daylefsord, 2611, sg, 19650723, 35, 08 59676936, 4769490, 8
rec-1223-dup-0, hollie, yee, 72, burniresxreet, , bongaree, 3046, vic, 19950826, , 07 33161683, 1000082, 2
rec-59-dup-0, benamin, mcvicar, 147, brittlebank circuit, , eumundi, 2761, nss, 19890123, 33, 03 46798220, 4030974, 9
rec-1342-dup-0, heather, neville, 20, beauchamp street, , benwa, 2107, , 19400607, 38, 02 05103452, 2106029, 3
rec-1741-org,   oliver, coulson, 67, starling place, , theodore, 6108, nsw, 19030622, 22, 04 32707123, 1341618, 2
rec-1911-dup-0, alexsdnra, lydon, 21, battersby circuit, , blakeview, 5112, sa, , , 08 27986900, 6792466, 3
rec-1034-dup-0, yasmin, ryan, 20, dyring place, warrah lea, hamilron, 2628, vic, 19341204, 73, 02 46980511, 1880940, 2
rec-19-dup-0, desi, mylep, 8, johnstone circuit, villa 2, grenfell, 6243, tasb, 19940331, 27, 04 81521249, 7594974, 1
rec-1762-org,   nicholas, spaninks, 193, mansfield place, rmbh 884, craigmore, 7112, qld, 19520111, 36, 02 63141676, 7848348, 6
rec-792-dup-0, mackenzie, wiyte, 135, gibb place, , thornjry, 6030, nsw, 19890524, 27, 04 84017847, 8829030, 1
rec-1452-org,   joshua, butt, 3, yerra court, low ponds, smithfield, 2845, qld, 19140511, , 02 14197782, 9531739, 1
rec-628-org,   liam, lemke, 12, joyner place, , frankston, 6008, vic, 19430130, , 08 32069862, 3413657, 2
rec-1699-org,   georgia, hauser, 7, anne clark avenue, , north sydney, 5473, vic, 19960218, , 08 53311225, 4984390, 1
rec-525-org,   michael, capel, 50, yambina crescent, , preston, 2680, qld, 19930427, 12, 02 40310800, 4155009, 2
rec-754-dup-0, ebony, coppiger, 40, , bletchly park, seven hills, 2287, , 19899416, , 08 95417365, 6653780, 7
rec-819-dup-0, stephen, wight, 6, charlton cruscent, , kilsyth south, 2695, wa, 19430310, 7, 02 81179264, 9065134, 1
rec-352-org,   connor, jember, 12, , , worongary, 4031, , 19570514, , 08 68104393, 7486864, 8
rec-446-org,   kane, lanyon, , blazey place, , cloverdale, 4305, wa, 19130126, , 02 90308881, 5010168, 7
rec-83-org,   brooklyn, , 7, bertel crescent, newton park, burleigh waters, 2046, tas, 19770829, 28, 07 60273353, 4176092, 5
rec-81-org,   warrick, burford, , kadina crescent, , lilydale, 2760, nsw, 19501022, 28, , 9208177, 0
rec-947-dup-0, cheldae, , 4, westfield sloppingtown, lorimere, tin cah bay, 3068, vic, , 25, 03 57420185, 5461616, 9
rec-1152-dup-0, jye, southwood, 29, broadbent street, , towragi, 6017, , 19250107, 22, 08 98870531, 4667326, 7
rec-1656-org,   charlie, tomney, 42, whitham place, kalooca, deep creek, 2280, , 19290504, , 04 07995839, 4857183, 3
rec-144-org,   bryce, michail, 39, jim pike avenue, , ulverstone, 3141, qld, 19130924, 22, 08 95104730, 9330660, 8
rec-760-dup-0, thomas, artis, 52, ellen odace, , albany creek, 5049, qd, 19970805, , 03 04409392, 6612055, 7
rec-1328-dup-0, mackoley, shepherd, 50, macfarland crescent, , seven hills, 5031, nsw, 19811014, 13, 02 02801568, 6420593, 1
rec-1975-org,   toby, krenske, 42, lutwyche street, , st kilda, 2767, qld, 19620715, , 02 43719794, 9966954, 2
rec-658-dup-0, travis, carbone, 5, falkiner place, leisure living vlge, dulwich hill, 5158, vic, 19450217, , 02 44752860, 9694224, 9
rec-1867-org,   bree, le mottee, 1, carroll street, b & b hooper farms, portarlington, 3754, vic, 19770426, 31, 02 10400590, 2683918, 6
rec-1079-org,   jai, flamey, , findlay street, , jindalee, 2166, qld, 19711222, 31, 04 91277804, 6051888, 2
rec-473-org,   phoebe, neville, 19, wakefield garden, townhouse 5, ormond, 3912, nsw, 19280430, 28, 03 61694224, 1489281, 8
rec-865-dup-0, jos, reid, 106, trusselknplace, , , 2170, , , 36, 03 12741186, 3637315, 5
rec-1575-dup-0, zara, balt k, 9, ballow crescent, , point amson, 5266, vic, 19461202, 36, 04 53712651, 7265714, 5
rec-854-org,   spencer, shepherd, 66, fullagar crescent, , clareville, 6012, vic, 19190520, 30, 04 03857358, 7185030, 2
rec-655-dup-0, emiily, lodge, 9, lee-steere crescent, , beachmere, 5131, act, , , 07 51395260, 1162446, 9
rec-1375-dup-0, kia, campeblvel, 29, starling place, , minmi, 7000, qld, 19860107, 27, 04 73977999, 7553097, 3
rec-1904-org,   nicholas, carmody, 2, handcock crescent, villa 2, wantirna, 3555, vic, 19340528, 36, 08 91416848, 6650945, 7
rec-489-dup-0, harry, reid, 88, antares crdscent, hazel hill, robinz, 6168, nsw, 19181114, 26, 04 73245700, 3802610, 7
rec-1762-dup-0, nicholas, spaninks, 193, mansfield place, down golden, craigmore, 7112, qld, 19529111, 63, 02 63141676, 7848348, 6
rec-181-dup-0, todd, henshaw, 17, ahmatt street, , waverley, 2283, nsw, , 35, 02 38763559, 5771521, 7
rec-1858-org,   jacobie, champion de crespign, 80, bunny street, , mentone, 2444, vic, 19220207, 32, 08 19154329, 4117011, 0
rec-1828-dup-0, harriet, webb, 88, kalgoorlie crescent, , sunshiueynorth, 5606, vic, 19390721, 32, 08 73923532, 4757657, 3
rec-1446-org,   ethan, boyle, 76, ranken place, , port elliot, 4551, vic, 19760507, 35, 08 21059318, 7384292, 7
rec-989-dup-0, , lamprey, 7, kellermann lose, , norwpd, 3351, vic, 19890412, 9, 07 89878425, 2499940, 7
rec-1743-org,   kaela, carvalho, 42, barnard circuit, ravenswood caravn park, st andrews, 2151, nsw, , 31, , 5817822, 2
rec-644-org,   paris, mccarthy, 22, drake brockman drive, , st clair, 4118, vic, 19831003, 38, 08 84392388, 3012857, 4
rec-126-org,   joel, excell, 228, buggy crescent, toolebewong farm, mutdapilly, 4022, nsw, 19881128, 31, 07 13260233, 4575347, 5
rec-633-dup-0, amy, , 5, kirkcaldie circuit, mountview, stephems, 2257, vit, 19571002, 38, 08 41553968, 9126935, 3
rec-1914-org,   finn, lahey, 3, alabaster street, , calista, 2096, vic, 19550322, 31, 04 70001848, 3518996, 7
rec-1287-dup-0, georgia, beattie, 14, ivo whitton circuit, , sussex wnoet, 2207, nsw, 19750326, 33, 03 34907027, 8444053, 6
rec-1882-dup-0, wardle, dal, 362, tanderra crescent, , reynella, 2261, sa, 19750626, , 07 88159982, 7743391, 9
rec-1486-dup-0, mitchell, cure, 29, mcbryde cfescent, , cowrz, , sa, , 30, 03 50081707, 2503359, 5
rec-32-org,   jordan, campbell, , vansittart crescent, , armidale, 6028, , 19500110, 21, 02 81144006, 1359767, 6
rec-1681-org,   georgia, beattie, 4, gunning place, quiet waters, ferryden park, 6430, vic, 19431001, 26, , 3489907, 9
rec-732-dup-0, luke, curqteis, 74, chambers street, , carlingsford, 3182, nsw, 19129003, 13, 02 22821527, 5407450, 4
rec-1041-dup-0, alisha, millar, 371, horizon avenue, , revesby, 3463, , 19351285, , 02 86092942, 3389775, 8
rec-326-org,   harrison, matthews, 14, chandler street, , pooraka, 4343, qld, 19040209, , 02 79639597, 4230357, 4
rec-318-org,   james, , 14, fink crescent, tinbidgeree, keilor park, 4350, nsw, , 37, 07 05811034, 9581554, 6
rec-1883-dup-0, carla, ryaa, 69, laycock place, coalbaggie, gringegalgona, 7040, nsw, 19300908, , 07 49500305, 2512575, 2
rec-994-dup-0, alana, berryman, 30, ingamells street, , mountisa, 2615, wa, 19950925, 21, 08 63212867, 3148280, 9
rec-657-org,   jack, shepherd, 39, cuthbert circuit, , davistown, 2151, act, 19860113, 26, 07 54858132, 4710924, 0
rec-507-org,   , thorpe, 79, dobbie place, , roxburgh park, 5158, nsw, 19000613, , 02 13120390, 7943580, 5
rec-632-org,   bradley, slack-smith, 3, deloraine street, , barmera, 5164, vic, 19880205, 37, 02 88984696, 3752453, 0
rec-857-org,   abii, clarke, 31, woolcock street, , lalor, 7051, qld, 19511118, , 03 35164758, 2854899, 1
rec-1822-org,   amy, smith-smidmore, 22, mcnicoll street, , cooroy, 5086, nsw, 19450129, 29, 04 80329494, 9928171, 7
rec-42-dup-0, braiden, heinr, 5, irwin street, glengara village, gundagai, 2036, qld, 19330219, 24, 02 77094973, 8323923, 4
rec-654-org,   asha, britten, 350, colmer street, , bacchus marsh, 4740, vic, , , 03 80793792, 6967376, 8
rec-254-dup-0, madison, karolewski, 8, breretonmstreet, , dundowran, 5073, wa, , 99, 08 57224566, 3881013, 7
rec-362-org,   angie, white, 29, , , nalinga, 2566, sa, 19390109, 32, 08 94990813, 1612656, 6
rec-914-org,   rachel, hern, 39, oliver street, murlali lodge, thornlie, 5609, nsw, 19580627, 38, 07 10905589, 4002529, 2
rec-1987-dup-0, sophie, , 1, odea place, , seaview downs, 2500, sa, , 22, 07 43795357, 6125813, 3
rec-851-dup-0, livia, lanvl, 468, wade street, , carlinpgford, 4063, nsw, 19360709, 24, 03 56371418, 4552326, 7
rec-958-org,   ethan, binns, 233, halfrey circuit, , kirwan, 3058, nsw, 19610821, , 04 83688038, 5443040, 8
rec-128-dup-0, anneliese, noble, 8, ulverstonwyztreet, , sandyz bay, 2264, nsw, 19961218, 10, 03 18257297, 7941814, 7
rec-1930-dup-0, giuseppi, campell, 45, lorne qptace, , tamborine, 3840, vic, 19711114, 36, 04 61360073, 8092679, 9
rec-430-org,   jacob, david, 36, scottsdale street, , doubleview, 2571, , 19510129, , 08 18018423, 2923738, 7
rec-722-dup-0, finn, bisestt, 795, pasmore close, , glenwood, 3137, , 19220203, 10, 07 34455539, 4605762, 5
rec-676-dup-0, danuel, colman, 11, carpenter close, parks cottage, toowoomba, 4701, nsw, 19351220, 27, 07 94138778, 2301669, 2
rec-91-dup-0, jessica, laria, 16, brid lpace, , orange, 3805, , 19300054, 26, 08 23793093, 8655566, 4
rec-1560-org,   isabelle, pasalic, 1764, burkitt street, the willows, murray bridge, 3218, , 19800801, , 08 41006613, 2371522, 7
rec-733-dup-0, joshua, george, 657, connell myles crescent, , casnio, 3170, wa, 19250429, 63, 08 16925910, 5355113, 7
rec-754-org,   ebony, coppinger, 40, aaron place, bletchly park, seven hills, 2287, , 19650323, , 08 95417365, 6653880, 7
rec-1459-org,   quinn, thurlow, 25, kaberry place, painui, tweed heads, 2261, tas, 19030208, 28, 03 10484295, 4955559, 5
rec-991-org,   warrick, kallis, 13, wilsmore crescent, kyree, elliminyt, 4870, vic, 19850808, 12, 04 93706768, 4977810, 5
rec-171-org,   jackson, gielen, 7, hopegood place, langley flats, bundaberg, 4390, qld, 19060704, 38, 04 80337132, 3935483, 7
rec-314-dup-0, haidhn, harrington, 38, burkitt street, , dungog, 3941, vir, 19880318, 30, 08 07484078, 1329792, 2
rec-913-dup-0, josh, alisausas, 85, mundang crescent, , casio, 4217, vic, 19021130, 23, 07 03250067, 4957140, 1
rec-396-org,   sylvie, thredgold, 40, hinkler street, , bundanoon, 2217, vic, 19730611, 20, 03 33678551, 9755967, 7
rec-63-org,   liam, tuckwell, 15, cowdery place, , munster, 4800, vic, 19750108, 30, , 7935419, 9
rec-1493-dup-0, harrn, stanley, 15, newbery rscent, trapalanda, concord, 3912, nsw, 19601220, 29, 03 65257971, 7459335, 2
rec-1311-dup-0, jasper, collidp, , rienits place, , st albans, 2026, nsw, , 24, 03 39007136, 5008119, 5
rec-1872-org,   hannah, rothe, 2, , , bunbury, 4054, nsw, 19010106, 33, 08 21358855, 8652965, 3
rec-731-org,   jasper, chou, 22, endeavour street, collier vlge, barraba, 4650, qld, 19970222, 22, 03 04577306, 7701131, 8
rec-351-org,   erin, mclafferty, 29, smalley circuit, kiandra, ettalong, 4034, , 19420123, , 04 06985659, 7109243, 0
rec-742-org,   charlotte, ziomek, 386, grote place, , melton south, 5252, vic, 19110526, 19, 07 55806966, 6978030, 1
rec-1686-org,   lucy, kilby, 16, salmon place, , hardwicke bay, 2913, qld, 19591109, 41, 08 39241338, 7809486, 3
rec-227-dup-0, broadby, kelsy, 56, verdon srreet, yarrum, nerrina, 2380, ws, 19390624, , 04 86288383, 5477074, 8
rec-1757-dup-0, sam, elka, 26, companion crescent, , prospect, 4122, vic, 19731693, 31, 08 97628865, 9226407, 4
rec-80-dup-0, david, walraven, 1, finniss crescent, , deakin, 4156, vic, 19251019, 6, 03 83218647, 9886071, 3
rec-913-org,   joshua, alisauskas, 85, mundang crescent, , casino, 4217, vic, 19021130, 23, 07 03250067, 4957140, 1
rec-1070-org,   nicholas, white, 22, marrakai street, , torrensville, 3041, nsw, 19810201, 31, 07 68021801, 9413630, 3
rec-765-org,   adriana, , 16, studley street, nautical vlg, point lonsdale, 2141, nsw, 19710523, 9, 04 99341539, 1457864, 5
rec-1755-org,   catherine, hazell, 30, rivett street, llandina, sunshine, 5085, nsw, 19241109, 28, 02 07076558, 8998863, 1
rec-1610-org,   luke, capurso, 1, dumas street, heatherdale, toormina, 4125, vic, 19110913, 28, 08 02773468, 2880931, 9
rec-718-org,   evan, fullerton, 6, hensman street, , salisbury, 2354, qld, 19820411, 27, 08 21901068, 6271338, 0
rec-1394-org,   lauren, purdon, 7, stretton crescent, parraweena, corowa, 6168, vic, 19980611, 31, 07 16427988, 2764081, 1
rec-1830-org,   luca, balchin, 40, eldridge street, , balwyn north, 4161, vic, 19910927, 29, 08 10230162, 7547183, 5
rec-121-org,   emerson, gallman, 60, hanlon crescent, blue mountain lagoon, cremorne, 2010, vic, 19540715, 34, 03 03208826, 1737383, 8
rec-1413-dup-0, tomh, greennwnlgh, 126, lavater place, , frankston, 2198, qld, 19220826, 25, 07 02125124, 8415626, 0
rec-1497-dup-0, isabella, stephanos, 51, daley cusdent, , fullarton, 2010, sa, 19770504, 27, 08 60456760, 4927082, 7
rec-1322-org,   barnaby, majid, 120, florence taylor street, , nairne, 4650, sa, 19681010, 37, 04 36271028, 3451227, 2
rec-65-dup-0, bopping, hayddn, 5, groom street, , terrgial, 2107, qld, 19981214, 11, 07 28657532, 9175443, 7
rec-1804-dup-0, georgia, solito, 88, furneaux street, , coraba, 4067, qlr, 19610931, 23, 04 46216848, 8007358, 5
rec-1586-dup-0, katelin, nicklo, 7, port jackson circuit, , marlo, 3163, , 19840203, 33, 04 19143754, 1675385, 3
rec-1196-dup-0, luk, claryke, 101, prichardmcorcuit, yarrandoo, myrtlefjord, 2226, qld, 19941123, , 04 76041792, 1807850, 5
rec-420-dup-0, jekabzs, , 92, weddin circuit, , suffolkpark, 4560, nsw, 19250531, 9, 02 02670936, 4435484, 6
