rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-1680-org,   sonja, nguyen, 1, cossington smith crescent, murray river queen, glen innes, 3206, vic, , 26, 04 15206952, 9858858, 1
rec-1757-org,   reegan, gilkes, 718, atherton street, , castlecrag, 7004, nsw, 19610420, 28, , 3462660, 9
rec-1574-dup-0, brad, benajmsin, 6, bingley crescent, , bayswater, 3025, wa, 19370816, , 07 45569930, 7227938, 8
rec-876-dup-0, joshua, rud, 23, morduant place, , watsonia, 5073, qld, 19590155, 28, 03 88484722, 2028058, 8
rec-446-org,   jade, foottit, 51, twamley crescent, minore falls, mosman, 4344, wa, , , 04 47154218, 6642836, 4
rec-1340-dup-0, luke, bishop, 116, martin street, , 5114, harris park, qld, , 31, 02 54782539, 6841632, 6
rec-416-org,   kate, grgurovic, 12, vincent place, , ringwood north, 2756, vic, 19711002, 41, 08 30346586, 7420838, 3
rec-816-org,   nathan, white, 28, ballarat street, , elwood, 3025, wa, 19890324, , 07 80420303, 5314372, 2
rec-304-org,   skye, gourd, , fawkner street, , smithfield, 5019, , 19660218, 32, 03 69107350, 7852426, 5
rec-1262-org,   damien, lund, 45, , , buff point, 3644, nsw, 19461127, 25, 03 36997174, 5314035, 0
rec-859-dup-0, philip, dmytriw, 25, rivett street, gumvievw, pearl beach, 6020, vic, 19389128, 10, 02 16126938, 4717444, 2
rec-555-org,   joel, kleiner, 20, , , cronulla, 2154, nsw, 19530522, , 07 11515026, 9134362, 1
rec-609-org,   jacobie, , 1, allambee street, van park, seven hills, 6107, nsw, 19241028, 21, 04 85209061, 2251113, 4
rec-1580-org,   joshua, schumann, 9, mcbryde crescent, , freshwater, 4703, vic, , 28, 08 99860700, 1691326, 0
rec-1238-dup-0, , rawlings, 4, horrocks street, , wynya d, 3730, qld, 19971116, 30, , 4658205, 0
rec-797-org,   jayden, laing, 15, twamley crescent, demountable bldg, avalon, 2665, nsw, , , 08 79958074, 1541755, 0
rec-1271-dup-0, rya, petersen, 22, chippindall circuit, tam-beni, altona meadows, 2037, nzg, 19710504, 36, 08 57953472, 3171947, 4
rec-1495-org,   danielle, zoughi, 1, dent place, , abbotsford, 3016, vic, 19410602, 25, 02 00367641, 8976308, 2
rec-1699-org,   jordan, green, 3, namatjira drive, square park, doubleview, 4216, nsw, , , 07 72575801, 2693953, 2
rec-1578-dup-0, , noble, 151, gouger street, , condon, 2560, nscw, 19650326, 29, 03 29042165, 9867504, 5
rec-842-dup-0, tarah, rothe, 11, alura place, woodbine homestead, dandenong north, 3805, wm, , 37, 08 10158954, 6682288, 9
rec-563-dup-0, gemaley, berrylman, 27, pitcairn sjtreet, , leeton, 3806, nsw, , 9, 08 28606305, 8678172, 1
rec-767-org,   jordyn, blunden, 129, phillip avenue, croydon, maryborough, 2263, vic, 19020616, 34, 04 94386502, 9431547, 8
rec-1349-dup-0, james, bambobo, 74, trott place, , moa iand, 2800, vic, , 32, 07 02111253, 1914379, 4
rec-1440-dup-0, adam, abdullah, 5, vale place, , , 3168, sa, 19221228, 30, 04 97743541, 4715176, 8
rec-375-org,   dylan, bradshaw, 6, tennyson crescent, , padstow, 2011, qld, 19370922, 34, 08 60807941, 6739434, 1
rec-647-dup-0, nathxn, sharpless, 6, yanco place, barwick pastoral, kelmscott, 7270, nsw, 19290701, 34, , 6984685, 6
rec-782-org,   tiarna, lowson, 496, landale place, , yarraman, 4352, sa, 19440428, 19, 07 04596786, 3426573, 4
rec-994-org,   sarah, boyle, 6, allyn close, , whittington, 2047, qld, 19911005, 28, 03 19396998, 2944104, 6
rec-933-dup-0, calry, chabrel, 27, riley close, , kujvia, 3177, wa, 19651126, , 07 60583940, 3548705, 6
rec-1832-org,   lee, perduns, 105, hoskins street, little shalford, mooroolbark, 3129, vic, 19301129, 29, 04 93327082, 1441722, 7
rec-1545-dup-0, graysob, lodge, 710, pindari crescent, , picton, 4564, vic, 19983529, , 04 58382966, 4011019, 1
rec-1488-dup-0, , mcclare, 188, corinna street, ponderosa, bomadery, 2011, qld, 19840130, 31, 04 50951741, 7715962, 0
rec-1471-dup-0, clelland, connor, 2, slessor cfuescent, , childers, 7015, qld, 19460811, 34, 08 42833169, 8617346, 2
rec-1114-org,   caitlin, paterson, 55, , cressy grove, lalor park, 3223, tas, 19440909, 13, 04 26917339, 3990134, 0
rec-1785-dup-0, olivoer, drady, 15, homann place, , 2619, daintree, act, 19156027, 24, 07 44962770, 3690213, 1
rec-799-org,   georgia, lowe, 52, love street, karingal homes, burwood, 2615, act, 19590708, 29, 03 94856947, 2819010, 8
rec-982-dup-0, katie, lesurf, 7, phillipj venue, , turner, 2306, nsw, 19860818, 35, 04 69723209, 5073545, 9
rec-1896-dup-0, indina, kluskde, 5, pieman crescent, , myrtleford, 2155, nsw, 19484006, , 07 83627322, 5372443, 7
rec-141-dup-0, bltke, broadby, 19, clive steele avenue, , bucknedono, 2153, , 19820109, 30, 07 51085783, 7798710, 1
rec-762-org,   rosie, ellem, 7, wyatt street, , salisbury east, 5108, , 19070413, 32, 07 78169245, 6446753, 4
rec-509-dup-0, luke, hatji, 8, galway rpkace, , stephns, 2032, sa, , 28, 04 65217907, 3212115, 2
rec-627-org,   tiarna, paine, 9, springvale drive, , mill park, 3168, wa, 19030327, 27, 03 75494371, 9836191, 0
rec-163-org,   kane, ranson, 50, stapylton street, wild cattle island, hillston, 2100, vic, 19160607, 29, 03 21598659, 8813113, 0
rec-395-org,   layla, miles, 26, gamor street, quarter deck, beresford, 5084, qld, 19020515, 29, 03 26351272, 4644359, 8
rec-437-dup-0, grififn, churches, 690, macgregor street, , coffs harbour, 6162, vic, 19510214, 28, 07 70700791, 8819488, 8
rec-1873-dup-0, allegra, panagiogivis, 32, barton highway, , mannum, 5271, nse, 19460214, 22, 07 98591761, 6778219, 5
rec-951-org,   benjamin, dudgeon, 295, alexandra street, glenview, burwood east, 2790, wa, 19110821, 30, 04 24182147, 2076141, 0
rec-538-org,   jean-claude, hoffman, 187, kingsford smith drive, , ashfield, 3046, vic, 19640107, 25, 02 68733495, 6731188, 7
rec-466-dup-0, harriet, , 2, devonport street, merino downs rmb 1194, granvoldle, 5051, wj, 19700722, 86, 07 65559308, 1075643, 0
rec-1831-org,   annabel, warnock, 33, reveley crescent, , vermont south, 2483, nsw, 19010719, 33, 07 42796590, 1051689, 7
rec-584-org,   jacob, poliakova, 89, stuckey place, , murarrie, 3137, qld, 19950811, 27, 03 33114276, 1518934, 3
rec-1229-org,   daniel, ranson, 84, blackman crescent, , east hills, 4695, qld, 19570913, 11, 02 38943549, 7784863, 6
rec-1850-dup-0, riley, zimmermann, 57, lewin btreet, , highetot, 4350, wa, 19670811, , 02 39371376, 2599861, 0
rec-1104-org,   ellen, glass, 143, tarraleah crescent, , greenwood, 4650, nsw, 19610726, , 08 35042189, 2455432, 3
rec-1981-dup-0, willim, wardle, 3, nardoo crescent, , niagara park, 4213, qld, 19680420, , 02 72196602, 1807187, 2
rec-976-org,   chloe, britten, , lexcen avenue, , ardrossan, 5251, qld, , , 03 79234628, 7661613, 3
rec-269-dup-0, freya, , 35, mclachlan crescent, , alfordseoint, 5072, wld, 19661126, 34, 03 38257994, 2375086, 4
rec-1526-org,   alana, harrington, 4, heard street, , kyogle, 2747, nsw, 19321125, 31, 02 23964924, 8248440, 3
rec-1665-dup-0, benuamn, pasqole, 39, batman street, montessa heights, camperdown, 3945, nsw, 19610124, 27, 08 80075531, 8155148, 1
rec-279-org,   rosie, lowe, 39, bayley street, , pymble, 2257, vic, 19041001, 30, 07 33569145, 6121848, 0
rec-1606-org,   laura, campbell, 45, lyttleton crescent, , nicholls, 5050, nsw, 19571217, 10, 02 83546047, 5609896, 5
rec-1336-dup-0, kylmn, shadbolt, 78, novar styeet, tunis, forrestfield, 5159, nsw, 19471015, 8, 02 00204536, 1223389, 2
rec-556-dup-0, ashleigh, oboyle, 413, wakelin circuit, , dongara, 6019, , 19971027, 25, 07 59987039, 1159768, 0
rec-1323-org,   caitlin, readshow, 127, goyder street, , pinkenba, 3083, nsw, 19080519, 33, 04 20480814, 3755739, 2
rec-1064-org,   brielle, ekers, 24, william hudson crescent, , burwood, 2068, nsw, 19770514, 35, 03 88006818, 3235192, 7
rec-811-dup-0, kieran, excell, , nassau blace, , venus bay, 2256, sa, 19590309, 32, 04 41354855, 7580154, 7
rec-982-org,   katie, lesurf, 7, phillip avenue, rockview ashtead, turner, 2306, nsw, 19860818, 35, 04 69723209, 5073545, 9
rec-713-org,   mitchell, angerson, 91, sturdee crescent, , evanston, 2148, nsw, 19640724, 31, 04 05081311, 9021003, 1
rec-121-org,   gracie, huddy, 3, moir place, , wharminda, 4715, act, 19950127, 32, 07 51907284, 8654751, 6
rec-887-org,   connor, matthews, 11, , , mount eliza, 3971, sa, 19190208, 27, 07 95737490, 8520574, 1
rec-1079-dup-0, jock, zaltron, 399, ligertwoo atreet, , toowoomba, 7250, vic, 19970224, 26, 07 19116979, 2641514, 3
rec-528-org,   dylan, ryan, 52, boake place, craigston l1bg, greenbushes, 6064, wa, 19270320, 31, 07 22388964, 7994550, 0
rec-199-dup-0, aleksander, yeap, 25, carruthers street, qualup, emu plains, 3151, nsw, 19710405, 33, 07 55998414, 3592960, 2
rec-1862-dup-0, jacob, egglestone, 50, lennard street, , north ward, 4220, vic, 19380069, , 04 26268299, 8548138, 3
rec-562-dup-0, goode, dayn, 34, sullivan crescent, governors eesort, coombabah, 2586, , , 27, 04 35995772, 1018479, 4
rec-810-org,   blake, polak, 10, mcclelland avenue, , toowoomba, 2440, wa, 19630711, , 07 49681482, 4610641, 2
rec-1226-dup-0, samuel, , 11, wootton cfescent, , st albns, 6230, act, 19205206, 20, 03 18832660, 8918800, 8
rec-246-org,   abby, holsten, 5, narrabundah lane, , young, 2448, nsw, 19051119, 8, 04 44017394, 8845939, 9
rec-868-dup-0, madeline, yeomax, 12, pell place, , embleton, 7140, wa, 19631226, 27, 08 93396543, 2576989, 3
rec-661-org,   daniel, clarke, 98, swinden street, dunbar heights, burwood, 4221, vic, 19040510, 39, 02 91421978, 4317247, 9
rec-1352-dup-0, rackemann, sophie, 351, tinderry circuit, rockwell garden, leichhardt, 3139, vic, 19840001, 30, 07 22631377, 4505829, 5
rec-980-org,   sylvie, laney, 11, finniss crescent, , bridgewater, 4122, wa, 19160608, 32, 04 20771801, 7747742, 3
rec-1916-org,   shelby, ryan, 4, macfarland crescent, , jubilee pocket, 5046, qld, , , 07 06672861, 4192392, 0
rec-189-dup-0, sonjs, coleman, 2, hanretty place, waratana, second vqkley, 7301, sa, 19451220, 24, 02 12547521, 7792922, 6
rec-1353-org,   bailey, mortlock, 2, ligertwood street, , wollongong north, 3160, vic, 19180506, 31, 07 93775956, 9261270, 5
rec-245-dup-0, akaterina, loos, 44, folingsby street, , yarraville, 6430, nsw, 19708903, 30, 02 98304846, 6573082, 2
rec-1112-org,   joshua, green, 230, gouger street, , ivanhoe, 3820, vic, 19170911, 25, 04 44232256, 6827053, 2
rec-171-dup-0, emiioy, fule, 4, jarman place, , applecoss, 3757, vix, 19840716, 10, 04 55284825, 5528804, 4
rec-203-org,   emma, wang, 27, hannam place, , attwood, 4300, qld, 19670424, 31, , 8975633, 3
rec-1453-dup-0, sa alys, suckow, 11, lyle place, pacific terraces, bowral, 3128, nsw, 19970625, 03, 08 15018311, 8707392, 1
rec-58-dup-0, keeyl, morrison, 1, ulm stwet, , yeronga, 3996, , , 35, 03 41625439, 7660699, 0
rec-1004-dup-0, katd, dabinet, 259, novar street, littledale, semaphore park, 3194, , 19720507, 25, 04 82872847, 6259989, 5
rec-1389-org,   alexandra, white, 56, henry melville crescent, glen eden, pambula south, 4510, vic, 19920528, , 08 87469260, 4452177, 4
rec-355-dup-0, asche, ambrosia, 15, gundara street, , morwell, 6018, vic, 19210303, 33, 02 08549791, 5382338, 0
rec-1027-org,   brooke, campbell, 13, stonor place, , cungulla, 2229, wa, 19200902, 26, 07 09356272, 5841687, 3
rec-190-dup-0, james, smallacombe, 97, bellchambers crescent, , wilston, 6530, nsw, 19281119, , 03 67674399, 3766444, 1
rec-907-org,   zachary, green, 20, warrumbul street, , ducklo, 3187, nsw, 19290417, 34, 04 68049974, 8380498, 4
rec-616-dup-0, matthaew, white, 40, blackman crescent, , macleay island, 2250, nsw, 19251038, 13, 02 09661381, 4387074, 3
rec-1616-dup-0, liam, mile s, 22, medley strdet, , clifton, 2042, qld, 19990703, 34, 02 05169033, 1009051, 4
rec-1139-dup-0, coridj, jollbky, 17, coxen street, koonongal, narrandera, 4123, nsw, 19430731, 30, 08 30374127, 7002432, 6
rec-172-dup-0, alxandra, bellchkmbers, 81, mortimer lewis drive, sunset, corrimal, 3188, nsw, 19520695, 22, 02 09957430, 4442212, 6
rec-187-dup-0, drew, snelling, 166, armstrong crescent, pine hill, 4515, goonelalbah, bic, 19030227, 34, 08 87831133, 1343746, 2
rec-1102-org,   olivia, green, 88, shackleton circuit, st james, surry hills, 3049, qld, 19630823, 30, 03 83593938, 5225289, 8
rec-1991-dup-0, charltte, snelo, 17, diamantina ycrescent, mungo park, ballina, 2487, vic, 19950254, 32, 04 70127828, 1516271, 4
rec-1216-dup-0, rosie, egan, 3, angophora street, , rosebud, 9540, nsg, 19551126, 30, 04 36247801, 7798702, 3
rec-74-dup-0, rachel, rei, 8, amadeus place, whispering pines, frankston, 7030, nsb, , 31, 08 04532963, 6318073, 3
rec-1346-dup-0, louise, burtenshaw, 72, woodgate zwreet, , wyong, 2154, vic, 19130209, 26, 07 25226389, 9785864, 2
rec-12-org,   casey, lajos, 9, mcintyre street, , mulgrave east, 4350, sa, 19670509, 24, , 2308418, 5
rec-1180-org,   meg, ryan, 9, avery place, marsden forest, toowoomba, 2325, sa, 19280602, 30, 04 69397896, 3292091, 0
rec-1450-dup-0, james, rollins, 8, camm street, , rock vlley, 3064, qld, , 25, 07 27507154, 4180103, 6
rec-307-org,   aimee, belperio, 80, groom street, st francis vlge, laverton, 6003, nsw, 19820827, , 02 96772426, 2226424, 5
rec-829-org,   sophie, white, 2, laptz close, rosetta village, tucabia, 4105, qld, 19550115, 20, 03 09833044, 2288423, 2
rec-1952-org,   lauren, katsiavos, , angas street, trinity haven, bowral, 4608, sa, , 22, 03 95452991, 4875949, 8
rec-637-dup-0, ewan, tsoulis, 06, macarthur place, hazel hill, nairne, 6108, wa, 19620119, , 07 95206717, 4969458, 8
rec-477-dup-0, mitchell, jehjez, , govett place, brentwoodmvlge, hayborough, 4211, , 19791172, 39, 03 28472083, 5786195, 5
rec-304-dup-0, skl, goudf, , fawkner street, , smithfield, 5019, , 19660218, 32, 03 69107350, 7852426, 5
rec-1144-org,   lachlan, mazzon, 69, taylor street, , kellyville, 4053, wa, 19021109, 8, , 7616400, 5
rec-78-dup-0, brokenshire, justin, 12, spica street, , st kidla, 3644, s, 19650412, 26, 07 80870527, 4818639, 7
rec-1485-dup-0, jessuia, haggert, 81, wettenhall circuit, , wangaratta, 7249, nsw, 19310321, 10, 08 06994197, 1401652, 6
rec-1921-dup-0, flyhn, bissett, 47, oliver street, birrabilla, carrum, 4210, vic, 19329727, 27, 08 93681208, 4349364, 2
rec-32-dup-0, simone, lipscombe, 661, tyrrell chrcuit, rosewynne, westlaeke, 4227, sa, , 42, 07 00738015, 3221454, 6
rec-1664-org,   , priest, 26, treharne place, willandra, mullumbimby, 3186, nsw, 19060621, 30, 02 08888667, 2179305, 6
rec-1605-org,   , , 10, giles street, , moruya, 7216, vic, 19741006, 10, 08 74779140, 3018648, 9
rec-1811-org,   april, geraghty, 49, mcalpine place, yoorana, beresford, 4069, vic, 19560607, 33, 03 52367830, 8033461, 2
rec-1195-org,   john, hoang, 52, ratcliffe crescent, , harden, 4218, act, 19530112, 21, 08 99000645, 4602650, 6
rec-823-org,   talia, yu, 1, lilley street, , beechboro, 2580, wa, 19790328, , 07 31864872, 3402679, 6
rec-52-org,   tiarna, bindoff, 60, wybalena grove, cranbrook, woodville north, 2077, nsw, 19740106, 30, 04 90286135, 2752032, 0
rec-1137-dup-0, mia, green, 6, bagot street, , mundingburra, 2210, vic, 19220211, 31, 02 08514746, 6462399, 9
rec-1591-org,   liam, spurden, 1, shackleton circuit, , wy yung, 3931, nsw, 19040629, 26, 08 49265334, 9013391, 9
rec-960-org,   lachlan, sommariva, 45, scott street, , smithfield, 4305, nsw, 19771005, 30, 04 85410171, 5082934, 5
rec-740-dup-0, matthew, kammeramnn, 16, gregson place, rowethorpe, port macquarie, 3155, vic, 19610821, , 04 72992012, 6329181, 1
rec-1803-org,   kyle, green, 25, roberts street, , port lincoln, 2213, wa, 19410904, 25, 08 25569043, 2985261, 6
rec-432-org,   imogen, heuston, 406, westbury circuit, shopping centre, kellyville, 2221, wa, 19560622, , 03 69543741, 6925228, 3
rec-75-org,   joshua, clarke, 228, dowling street, , seymour, 2617, vic, 19350922, 34, 03 05685145, 5409554, 4
rec-1301-org,   jacob, benetto, 19, condamine street, , white beach, 3053, nsw, 19970614, 40, 02 66551201, 8032083, 2
rec-1812-dup-0, elton, warasp, 38, nemarang crescent, , cowra, 2259, nsw, 19800566, , 07 81191895, 5696321, 1
rec-1498-dup-0, alana, gillick, 4, , , blacktown, 3144, qlf, 19410312, 31, , 2598532, 7
rec-403-org,   william, dodic, 577, walsh place, , nunawading, 2444, , 19140607, , 07 91971137, 8626504, 7
rec-727-dup-0, archie, presoey, 42, condell street, , avondale xheights, 7030, qld, , 20, , 9431592, 0
rec-455-org,   laura, yeatmin, , officer crescent, , annandale, 3660, wa, 19391213, 42, 04 01804647, 3043933, 4
rec-1784-dup-0, madeline, neville, 315, , karoola, cranbourne north, 6237, tas, 19130125, 30, 04 26495142, 2428303, 9
rec-1124-dup-0, madeleine, lavrrry, 632, majura avenue, , moloh, 2285, nsw, 19910408, 30, 04 01552412, 9225942, 2
rec-1217-org,   rupert, isakov, 3, rivett street, , ballina, 5116, nsw, 19830220, 11, 03 66309195, 7868119, 9
rec-1821-dup-0, demenezes, jenna, 231, beattie crescent, , beaumont, 4506, nsq, , 38, 08 91547118, 4351486, 0
rec-707-dup-0, emiilh, kubenk, 91, fremantlir drive, , granville, 3136, vic, 19400130, 22, 02 70044217, 2624948, 3
rec-1679-dup-0, daniel, snel, 35, mchugh steeet, , frankston, 3869, vic, 19480291, 19, 03 76794638, 1772300, 6
rec-1573-org,   harrison, ryan, 15, summerville crescent, oakvale cottage, st kilda, 2046, vic, 19850822, 26, 03 37715211, 5478314, 5
rec-1863-dup-0, paris, haggett, 16, coranderri street, , lakemba, 2570, wi, 19290224, , 03 06030458, 4268018, 5
rec-798-org,   lara, david, 18, landale place, , pingelly east, 3337, , 19100828, 31, 03 15850700, 4629278, 0
rec-112-dup-0, archer, nobld, 455, de little circuit, , ferndale, 2000, nsq, 19500752, 8, 03 67790654, 2979745, 8
rec-1396-org,   kate, mason, 130, owen crescent, lazy acres, west perth, 2485, qld, 19660530, 36, 03 49647964, 5167164, 3
rec-1415-dup-0, ayla, dent, 29, solander place, , thornbury, 3337, , 19950428, 24, 08 22700041, 4274196, 8
rec-181-dup-0, holly, tittoto, 1, castlereagh wrescent, hopkins st clinic, ringwood east, 2418, qld, 19564125, 32, 03 50586576, 2888686, 0
rec-1056-dup-0, thomas, zaltron, 1, woralul steet, , yorkey knob, 2732, nsw, 19330519, , 03 34995105, 5291741, 5
rec-1962-org,   ryan, lamprell, 110, mirrabucca crescent, house 461, bongaree, 4151, qld, 19920507, 37, 04 01381810, 1809893, 3
rec-1581-org,   fergus, musolino, 211, findon place, , mawson, 2171, nsw, 19251022, 39, 03 53458401, 1388669, 6
rec-1854-org,   caitlin, wyllie, 67, melrose drive, henry kendall hostel, mossman, 2787, vic, 19050408, , 04 42263559, 7106498, 3
rec-973-dup-0, jack, eftimiou, 0, jandamarra street, , mooroolbark, 2280, nsw, , 52, 02 02826767, 8312591, 5
rec-984-org,   cassidy, gearen, 109, dunbar street, auroch lodge, lower templestowe, 2540, qld, 19770224, , 02 85490616, 7241976, 8
rec-1838-dup-0, kay, jeffries, 6, bell place, , mosman, 3996, , 19411026, , 08 03522939, 9135263, 6
rec-1231-org,   hayden, mahon, 70, richmond street, , ruse, 2580, sa, 19950829, , 08 41599322, 6365070, 6
rec-326-dup-0, joshua, siviouvr, 3, moruya circuit, chanak, como, 4281, nsw, , 31, 08 39580753, 2904713, 9
rec-134-dup-0, angis, reid, , pandanus street, wandary hill, westmead, 6225, vidi, 19130403, 29, 07 66624372, 4973574, 2
rec-1579-org,   macy, heraud, 127, garratt street, , forrestfield, 2114, nsw, 19540701, 31, 04 98490318, 8898646, 3
rec-226-dup-0, leslie, demie, 2462, warrumbul street, , eastwwod, 2167, nsw, 19760816, 28, 04 74219110, 1917436, 0
rec-832-dup-0, benjy, stubrbs, 8, macquoid place, , forbes, 3068, nsv, 19400330, 32, 08 02100659, 2310805, 3
rec-118-org,   kane, colquhoun, 18, brittlebank circuit, blue shadows, penrith, 5162, nsw, 19291129, 28, 07 16613470, 3149281, 5
rec-668-dup-0, eliza, matthews, 49, hawkins xlose, , the rock, 3143, wa, 19710323, 25, 03 78079391, 9295551, 0
rec-699-dup-0, olivio, desizva, 32, stopford crescent, , lale, 2171, nsw, 19660420, 32, 03 22708819, 1491930, 7
rec-1830-dup-0, yana, stattno, 33, street smtokes, , bacchus marsh, 3095, vic, , , , 1124271, 7
rec-1209-org,   sara, lowe, 54, corella place, , bamawm, 3015, , 19010226, 31, , 9112564, 1
rec-1814-org,   emmet, d'emden, 93, jarrah street, greenwood, dianella, 2905, vic, 19610605, 28, 03 02851543, 9699198, 7
rec-516-dup-0, samuel, magaletra, 1, easterbrook place, stray wood, nightcliff, 2576, qld, 19300930, 23, 03 06451910, 5677078, 8
rec-1428-dup-0, josh, campbell, 36, albermarle place, , wahroonga, 4585, vw, 19830727, 46, 03 43649131, 5810681, 5
