rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-1794-org,   iain, marlow, 65, kinsella street, professional centre, para hills, 3218, wa, 19091219, , 03 58790302, 1764811, 4
rec-1216-org,   emma, rudd, 3, conley drive, bonaccord, mount isa, 5098, nsw, 19141223, 11, 08 02145090, 6100564, 3
rec-281-org,   jacinta, noack, , wirilda street, , sunshine north, 5601, nsw, 19850709, 27, 02 11322097, 9711874, 0
rec-83-dup-0, infsi, white, 6, chewingx fhwtreet, , culbr ra, 4159, qld, , 24, 08 99947849, 3573798, 1
rec-118-org,   isabelle, ziersch, 41, stace place, , swinger hill, 6151, vic, 19201116, , 03 33078217, 5540580, 6
rec-1616-dup-0, natalia, nguyen, 47, ivo whitton circuit, , haddon, 3153, qld, 19361063, 32, 03 32932371, 9317328, 6
rec-1012-dup-0, baxter, cronymj, 150, covington ieescent, , canterbury, 2577, , 19840328, 30, 07 55621534, 6310274, 2
rec-801-org,   david, priest, 47, lindrum crescent, , toowoomba, 2068, vic, 19980919, 32, 08 35199618, 8602858, 1
rec-1494-org,   xavier, miles, 682, henry melville crescent, , paralowie, 3226, qld, 19690825, 24, 08 29595835, 1197841, 4
rec-887-dup-0, l kv, rowle, 12, , , ballarat, 6027, nsw, 19000520, , 04 57633045, 5186386, 1
rec-166-dup-0, luket, mccracken, 8, bennett place, , bomaerry, 3078, , , 28, , 5503665, 2
rec-1939-dup-0, jasper, shepeef, 32, disney fourt, , minto, 2340, nsw, 19691122, 31, 03 46046907, 9283761, 0
rec-57-dup-0, dao, thorle, 23, sharwood crescent, beulah estate, pakenham, 3171, nsw, 19621222, 32, , 4384560, 5
rec-268-dup-0, sctof, wigt, 3, pasmore close, , goonelabah, 2165, , , 31, 08 37021067, 8793494, 7
rec-1955-org,   lilly, whiteley, 7, bendora crescent, , ellenbrook, 2611, , 19390425, , 08 31735777, 5354903, 5
rec-1377-dup-0, isabella, nguyen, 237, rounsevell street, burnside, charlestown, 7018, nsw, 19260502, 23, 04 09115138, 5007040, 8
rec-1608-dup-0, samantha, fitzpatrick, 45, prior slrce, st francis village, patterso lakes, 4219, nsw, 19190925, , 03 92666185, 5396695, 4
rec-1307-dup-0, dean, green, 271, maranoajwrreet, , glengarry, 2075, nsw, 19470210, , 04 82734988, 1593835, 5
rec-892-dup-0, liamnu, , 332, barrow place, , evans head, 6290, qld, 19330325, 38, 02 05224023, 7347494, 4
rec-1740-dup-0, tarnia, brehen, 484, mayo ateet, , elibah, 5044, , 19801030, , 07 73592590, 7385052, 4
rec-493-org,   madeline, webb, 102, teece place, , south perth, 4225, qld, 19730407, 7, 08 26390268, 8310423, 1
rec-620-org,   noah, braunack, 122, clive steele avenue, , mirrabooka, 5118, nsw, 19290414, 31, 08 05707386, 3955967, 2
rec-1502-dup-0, brooljtn, whihe, 37, jemalong street, , burnside, 3031, nsw, , , 02 21118951, 5783691, 6
rec-1237-dup-0, alexandra, vincent, , gairdner cicuit, , brokenahll, 2766, qld, 19660210, , 03 90108337, 5028165, 0
rec-1666-org,   benjamin, jeffries, 43, wattle street, , sale, 4129, qld, 19820524, 10, 07 28953148, 3041956, 0
rec-509-org,   isaac, campbell, 3, coxen street, cosy corner, biggera waters, 2207, , 19450906, 29, 02 84726057, 8934918, 8
rec-1447-org,   ridley, whiteley, 18, balfour crescent, glenanare, frankston, 4211, vic, 19781207, 28, 08 97237624, 8568781, 0
rec-1400-dup-0, jorad, heathfield, 33, french street, , kalbar, 2902, nsw, , 24, 08 49837867, 1949234, 0
rec-1671-org,   jordan, van den huvel, 3, o'loghlen street, the willows, sunshine, 2539, qld, 19090717, 28, 08 85122789, 4045990, 4
rec-71-org,   renee, matthews, 47, chifley shopping centre, willaroo, toowoomba, 2262, sa, 19160323, 30, 07 59561266, 2063168, 9
rec-1486-dup-0, troy, mayhqrd, 36, jkace wsrby, , lanvale, 2528, sa, 19450617, 34, 04 26118651, 7896624, 6
rec-1268-dup-0, alex, green, 3, glenelg street, fourmile, dianeola, 4566, , 19561206, 11, 07 61099419, 7557673, 0
rec-1975-org,   samuel, pettingill, 20, dickson chmbrs, , bligh park, 2428, sa, 19600306, 9, 07 33914977, 5430750, 8
rec-54-org,   dylan, parr, , richards street, netanya villas, lakes entrance, 2147, nsw, 19200930, 30, 08 27746557, 8878762, 7
rec-310-org,   emiily, golder, 58, lampard circuit, , ryde, 3802, qld, 19130421, , 08 63512321, 4939593, 2
rec-1100-dup-0, isabella, hanns, 96, katerappace, east point arcade, mount gravatt, 5063, wa, 19754031, , 04 83779336, 6214376, 9
rec-38-org,   joshua, rivera, 15, severne crescent, , altona meadows, 3260, nsw, 19241026, 31, 07 28605465, 3496044, 2
rec-1749-dup-0, wilson, bishop, 50, , highvale village, ballarat, 2299, sw, 19460919, 92, 08 19034597, 8261188, 1
rec-1387-dup-0, brooke, pontifex, 36, , redwood village, sunnybsnk, 2671, nsa, 19304004, 20, 07 74267384, 4387481, 6
rec-560-org,   sara, dzamko, 31, windeyer court, heatherdale, black rock, 3016, qld, , 28, 03 56941902, 7796249, 5
rec-1280-dup-0, libby, gibvb, 551, dartnelofteet, , bayswateeonrth, 4066, wa, 19800716, 39, 08 20588121, 4427604, 6
rec-1799-org,   rory, wanders, 631, solly place, eventide home, revesby, 4825, nsw, 19501011, 26, 04 55284010, 7945722, 3
rec-969-org,   brianna, desilva, 23, dartnell street, , carrick, 5108, nsw, 19091208, 9, 07 47478427, 7675939, 0
rec-785-dup-0, joel, moscawt, 1, moloney close, , bunbury, 7310, ws, 19611119, 8, 04 29821139, 7172036, 4
rec-784-org,   shawn, mahony, 148, launceston street, , casino, 2261, vic, 19740629, , 03 17424654, 8154765, 0
rec-1784-org,   patrick, loosmore, 13, , telemon orchards, sea lake, 3038, nsw, 19601128, , , 7862298, 8
rec-1027-dup-0, charlotte, niconhe, 14, rochford arreet, , northbridge, 2077, nsw, 19120707, 34, 04 03792161, 7464286, 2
rec-1562-dup-0, katxlhh, brock, , mellor c ircuit, , avoca, 3364, vic, , , 07 79716934, 5245770, 5
rec-895-dup-0, lachlan, hupk x, 67, biltona lace, , ngunnawal, 6030, , 19840706, 43, 07 07183977, 2830742, 6
rec-386-dup-0, kieerc, gaykard, 69, namatjira drive, yarrabee, , 2143, nsw, 19401224, 36, 03 53545788, 5464799, 7
rec-347-org,   julia, finlay, 11, box hill avenue, glenmore, coffs harbour, 2305, wa, 19620121, , 04 34232919, 1516875, 1
rec-496-dup-0, stevun, greun, 4, o'sullivntreet, bungarra, newmarket, 2651, ql, 19040605, 34, 04 55898416, 4636407, 8
rec-249-dup-0, amaya, fitzpatici, 12, geelongdxsreet, , hackney, 2485, vic, 19770217, 31, 07 32336921, 8186901, 8
rec-1133-org,   isabella, wardle, 3, slight place, , hillman, 4123, qld, 19060507, 33, 02 66826054, 4883360, 6
rec-1634-dup-0, courtney, longmsn, 4, place berrowes, , thursda oysixland, 2659, sa, 19050101, , , 9236082, 3
rec-304-org,   mitchell, morrison, 734, melba street, , springwood, 2444, nsw, 19950915, 27, 08 72597743, 6216946, 3
rec-1791-dup-0, abbey, clarekv, 33, blacket street, port 363v, sunnybnk, 6148, sh, 19801211, 23, 04 22179334, 2416304, 5
rec-1551-dup-0, andrew, lesk, 152, kirklandp circuit, , sandyh ay, 6210, tqo, 19470910, 39, 03 33846920, 8582302, 2
rec-1457-dup-0, jordev, donnison, 150, wisdom cteet, , gosfopd east, 3013, qld, 19550716, 31, 04 86219499, 4208926, 9
rec-1811-org,   jasper, bradshaw, 5, dennes place, blue hills, willetton, 3155, wa, 19690930, 24, 07 57004130, 9893225, 6
rec-541-dup-0, benjumin, mearst, 391, caley creacent, , , 2232, , 19721213, 26, 02 00789941, 2418245, 1
rec-435-dup-0, tara, we, 41, dumas dtteet, , young, 2117, , , 23, 04 47121208, 3112132, 9
rec-557-dup-0, dylan, , 26, tanumbirinkw street, , hamilton, 3808, vic, 19700202, 31, 07 25465504, 2252940, 9
rec-242-org,   michael, hage, 6, peden place, brannigans, yangebup, 3066, qld, 19630905, 30, 04 70503596, 9041277, 9
rec-579-dup-0, , honeycurch, 275, city walk, rainmore, crok well, 2428, , , 9, 07 41618242, 8636598, 9
rec-177-org,   tiana, steers, 127, chapman street, , upper coomera, 5159, vic, 19890813, 34, 07 29790047, 2566495, 6
rec-10-dup-0, jacbo, cicchini, 4, walhallow street, the iron farm, craigie, 3472, , , 25, 04 11410761, 2427984, 2
rec-724-dup-0, william, mintee, 9, ainslie avenue, wandana, ill park, 3038, qld, 19650412, 34, 04 97257587, 9930694, 8
rec-1505-dup-0, mitchell, findlay, 34, windeyerswrteet, narolia, surfers pardise, 2114, nsw, , 10, 07 40785420, 8828032, 3
rec-1726-dup-0, jack, matthews, 34, bardolph street, , bellevue hill, 6152, vic, 19200926, , 07 25432575, 8207337, 3
rec-477-dup-0, nicholas, dennington, 6, dooletteolace, , murchison, 2372, wa, 19840272, 35, 03 92581337, 2668528, 1
rec-920-dup-0, jack, jervib, 133, phillips place, , scarb orough, 2756, qk, , 62, 07 57488113, 7265829, 9
rec-390-dup-0, taylor, ryan, 16, , , quambatook, 5076, nsw, , 92, 08 70814782, 5322979, 0
rec-1572-dup-0, isablee, lamberte-smith, 1, jondol place, , north rcoks, 4035, nsw, 19970818, , 02 83414531, 5435290, 0
rec-868-dup-0, isazc, nickolai, 22, de little circuit, , ballarat, 3159, nsw, , 25, 03 51637309, 7082253, 5
rec-500-dup-0, cooper, jeffrkes, 17, place wpae smanga, , toukley, 5048, , 19331527, 25, 04 82364521, 2633387, 0
rec-1590-dup-0, mitchdll, kilham, , rosedale, jim pike avenue, cedar creek, 2198, nsw, 19910304, , 02 79507202, 5036849, 9
rec-62-dup-0, , laverty, 18, dandenong court, , orelai, 2213, nsw, 19112138, , , 1202706, 6
rec-865-dup-0, olivcia, cov ho, 53, dexter street, , robina, 6511, wdz, 19110302, 28, , 1365872, 4
rec-1836-org,   tanar, simmonds, 8, hicks street, , alice springs, 2761, sa, 19170413, , 03 04142178, 3720986, 3
rec-1816-org,   william, paterson, 28, medley street, watchorns hill, prospect, 3218, vic, 19601031, 23, 02 43290667, 1087879, 2
rec-959-dup-0, liam, matthews, 42, stepheaj bdlace, , riverstone, 2043, wx, 19830728, 27, 04 64804561, 8751215, 9
rec-729-org,   connor, maynard, 9, gillespie street, our folly, plympton south, 2770, qld, , 26, 02 31311486, 9358426, 1
rec-1828-dup-0, chas, praf, 9, bardolph street, , jacobs well, 3631, , 19230727, 29, 02 97144236, 8255812, 9
rec-112-org,   sophie, ting, 454, jaeger circuit, , yarragon, 6009, vic, 19740324, , 04 20461865, 5218086, 5
rec-214-org,   hannah, coleman, 11, redfern street, , marion, 3154, wa, 19531030, 28, 03 20634005, 8788612, 9
rec-626-org,   monique, westbrook, 77, burnie street, , south nanango, 2450, nsw, 19511220, , 02 51542062, 4102167, 8
rec-1717-org,   makenzi, rees, 279, jondol place, doctors flat, lower templestowe, 4300, sa, 19761205, 9, 03 43090878, 8013423, 6
rec-1226-dup-0, willaiv, whiet, 66, burn ydeet, , echuca east, 6056, nsw, 19561003, 30, 03 56925709, 6768886, 2
rec-1930-org,   luke, glass, 90, syme crescent, , dianella, 2278, , 19261023, 24, 02 43683626, 2297867, 0
rec-1653-dup-0, alaiyh, herbert, 165, macgregor street, , dunsborough, 6163, , , 30, 07 52911908, 5352649, 9
rec-85-org,   sam, rapson, 15, jansz crescent, , highton, 4854, tas, 19581010, , 02 52510930, 1426988, 5
rec-1828-org,   charles, prak, 9, bardolph street, kintyre, jacobs well, 3631, , 19230727, 29, 02 97144236, 8255180, 9
rec-1657-org,   daniel, everett, 15, , villa 36 sovereign garden, scarborough, 2280, nsw, 19080316, 28, 03 91885166, 6414865, 3
