person_id_A,first_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id
4cbe1917-285a-4a9a-875f-5b1fbe8404d8,robert,mewett, , rowntree crescent, , mount warren park, 5501, , 19520504, , 02 48798507,3002015
204409e8-b6d2-4878-bd01-d833b1228056,eva,clarke, 1, mckinlay street, , , 3083, vic, 19500301, 33, ,1259768
c3d104c3-30b4-4f8b-ba2b-4499139c0bcc,dillon,chuck, 29, louis loder street, , coffs harbour, 2380, nsw, , 26, 04 80106553,2295878
41d9e79e-4f0d-4bef-bc0b-40a39f071091,isabella,dixon, 520, kingsmill street, parraweena, mount warren park, 2600, nsw, 19551202, 36, 03 53007348,7235563
c2964621-bc5c-4cfe-8a86-8157a3bdadc5,jack,jackermis, 11, alexandria street, ra 24476, bonnyrigg, 3337, nsw, 19960411, 32, 03 15743728,8654723
1159f00d-be2a-434d-ae90-1934268c1439,jacob,, 26, weddin circuit, , suffolk park, 4560, nsw, 19250531, 9, 02 02670936,4435484
65c05f81-de33-46d6-a767-516c3862b131,william,robson, 12, costello circuit, brentwood vlge, deniliquin, 2025, sa, 19990702, , 03 18462302,5055716
5ac54960-f334-4192-a2a9-24313a009c24,gabrielle,everett, 328, gidabal street, stayput, ormeau, 2770, nsw, , 28, 04 51115699,4718097
d66d1579-0aeb-431b-8031-24a067ababe3,george,nickolai, 24, eggleston crescent, , oak park, 2150, wa, 19260509, 19, 02 28389453,7799963
827870ca-299b-48fb-8b7a-8e4f60a1e014,harrison,butt, 94, illingworth street, , beverly hills, 3315, , 19250130, 25, 03 01146460,2610269
7fd0570e-3559-4f9c-b28b-7c95019f9b22,ryley,clarke, 203, jukes street, kildurham, kalbar, 2151, tas, 19510311, 28, 03 00926913,4976038
b79f2fbb-e72d-4c97-b2b2-3e1b10264a98,madalyn,coady, 12, chauvel circle, uppingham, rokeby, 2204, nsw, 19020102, 35, 07 45641984,2376779
511130eb-6939-4fb8-9cc3-1a9ce8d4a433,samuel,kennison, 24, sternberg crescent, , punchbowl, 5110, , 19610216, 10, 03 40129527,9399252
4af52a84-2527-4790-9772-71f7cdc41f6d,tenille,thiessen, 18, beaumont close, dalkeith homestead street, kelmscott, 2094, nsw, 19890623, 33, 02 13234026,8644332
c9c1317d-61be-4820-aafb-81388cd20298,lachlan,matthews, 51, davidson street, , blakehurst, 3082, qld, , 22, 07 20440719,9553433
ae8fa6a8-59ad-4093-8345-4b28122fc894,reeve,ho, 109, karloo street, , marks point, 4352, nsw, 19140412, 35, 07 39481644,2846558
165a2396-ae67-4879-85e6-a40c45b2734d,blake,plesa, 15, brennan street, kendle green, ingleburn, 3039, nsw, 19601129, 23, 07 00161195,6235948
6cf868a5-82ca-4b19-ac03-34e2113e0972,emiily,green, 32, jeffcott place, bunya highway, peregian beach, 2484, , 19811115, 40, 04 30366667,5969235
8a69a65e-8be4-4708-8e89-eb134cf561a8,tommy,shoubridge, 15, batchelor street, , bunbury, 5084, nsw, 19090823, 32, 04 12852202,5781352
2da07d26-fba4-4b63-adf1-f749cc989a66,lewis,bradshaw, 11, mceachern crescent, , hoppers crossing, 2590, vic, 19400129, 30, 08 20220337,6666962
fe281119-247e-41b4-9daf-46821d803885,lily,white, 22, boddington crescent, , flagstaff hill, 2640, nsw, 19650925, 35, 07 15373207,5976870
e1b9f94f-fd1f-4108-9f55-7bd52e1fb858,kyle,pavli, 47, malcolm place, , murgon, 3630, , 19751222, 30, 07 98619881,4175744
0f810023-03d1-4045-bc1d-6cfb83526f28,hollie,yakubu, 37, maplestone place, thomond, cleveland, 4113, vic, 19480425, , 02 00687321,6980206
bd217e8a-6066-46f3-a859-dcbaf843debe,henry,flannery, 28, johnstone circuit, , albany creek, 2079, sa, 19900921, , 08 67581797,7105738
b1e04e77-1352-4683-a7df-77ff562b4447,sebastian,stanley, 30, william wilkins crescent, , cabbage tree island, 4121, , 19130130, 30, 03 11851273,8912531
df5e18b2-5e62-440a-99be-741f188eb250,brodee,campbell, 7, forsythe street, omaru, fraser, 2256, qld, 19190516, 28, 04 57044359,9118352
e69852e9-c8a6-407c-806f-8153ace4a0be,charlie,mcgregor, 75, backler place, , kilsyth, 0810, qld, 19480507, 28, 04 82764092,3345256
4adcc55c-6d58-488b-b958-5521ffaf3233,nicholas,stephenson, 2, wheeler crescent, , hamilton, 3197, tas, 19121124, 32, 02 58455347,9868081
cf0fd69c-fcff-4273-b053-060ff8219545,kyle,shadbolt, 78, novar street, tunis, forrestfield, 5159, nsw, 19471015, 8, 02 00204536,1223389
824afb3d-7eb1-423e-b8f0-fba9eb743a36,jaxson,hassall, 15, amangu street, , dromana, 2325, vic, 19860526, 19, 04 88522791,3306232
a4440fdf-2b16-418e-a3e5-e6d291ada676,lara,jolly, 48, phillimore place, , st lucia, 4012, tas, 19810810, , 04 80006374,3392680
4b7aa029-7e23-4203-9160-e2e9b36ce274,larissa,garcia, 89, la perouse street, villa 5, burleigh heads, 7051, qld, 19211209, 32, 03 61551764,4634634
1a7ce801-b375-40c5-a82f-7bfb69eb8577,james,tuit, 159, deumonga court, warialda, ivanhoe, 2322, , 19970524, , 08 83852937,2198071
7a257f47-5cbe-43c6-aacf-a8d2da8414aa,ruby,mitton, 60, wettenhall circuit, , batemans bay, 2750, nsw, 19301010, 28, 08 41537675,7550033
a69c21f2-8ee8-4e3e-a57e-7214f30bdfb0,madison,campbell, 6, torrens street, dirty hollow, moonah west, 3155, nsw, 19290317, , 03 86977370,8487672
f6988f62-1374-4e6c-ae78-10f9d15c0c10,jacobie,barisic, , bonython street, , eastwood, 4060, vic, 19370919, 19, 02 64705016,1545554
6448c68f-6ab1-4557-8d2d-637bb688276c,patrick,players, 43, lambrigg street, , katherine, 2112, , 19420327, 31, 08 79076162,7797356
002da43a-a49a-4b0e-bbb6-b59283308d6f,grace,dillworth, 31, bemm place, , watsonia, 4064, , 19810616, 29, 02 49765294,4771614
532d6847-34f6-4b62-af7d-fb89af0ff884,jessica,curry, 60, lempriere crescent, adventure bay, frankston, 2904, nsw, , 34, 02 14000167,4771896
9ab8b933-5c39-4555-92c6-0e3858e1c2c1,erin,callahan, , strangways street, glamiston, san remo, 3561, nsw, 19170318, , 04 08507869,4857548
517b5568-d927-47f6-9e81-2240eb459d83,joshua,kumarasamy, 33, bushby close, , orange, 3131, nsw, 19950817, , 02 24221460,9185023
7e2a0ea3-dce8-4064-9cdf-142056abe9c2,micah,jefferys, 11, clarnette place, serenity, jandowae, 2047, vic, 19170611, , 02 67641994,4747934
fda5b869-9e36-466e-a76f-a3cbaea25f85,lauren,edwardson, 9, glossop crescent, ashens street, drouin east, 3064, nsw, , 9, 08 10786907,3815307
f91742b2-c6d1-4875-99fd-356a6ad024d0,emma,stronach, 13, callaway crescent, weowner, grindelwald, 2527, vic, 19610526, 23, 03 00146462,7939759
c3a3924b-4e6e-438a-a47f-449cee117820,samuel,pettingill, 20, dickson chmbrs, , bligh park, 2428, sa, 19600306, 9, 07 33914977,5430750
1ee3720d-50dc-48c3-8acb-db097c2d969f,mikayla,pascoe, , starke street, , ngunnawal, 2566, nsw, 19961115, 26, 02 09878238,4797284
47d05619-4ae4-45fa-8a06-e07b6ecaffad,caitlin,priest, 31, foreman place, , rowville, 4670, nsw, 19260731, 35, 07 53122730,2610898
16cb5936-8017-46a6-bee9-8dc5026ccf75,ruby,zbierski, 56, wilhelmi crescent, lort heights, surrey hills, 3505, nsw, 19850303, , 02 48222458,2348453
6c6e8785-5363-4d49-a4fd-39eade4d50d0,reeve,cicchini, 14, nambucca street, , ashfield, 2196, vic, 19420423, 29, 04 65075040,9517226
55aaa8a1-abac-4d1a-997c-c447e94cf777,blake,reduch, 30, callister crescent, jarkhellms, doubleview, , wa, 19230722, , 02 80310114,4780523
5b380a74-217d-4854-b3aa-2e6fb960a16a,emiily,webb, 80, petterd street, cheshire, tuart hill, 3040, sa, 19951223, 32, 07 79681199,4337763
45f94a1e-5e98-4c83-801e-4524291b5134,taylor,de boar, 26, vanzetti crescent, , caulfield north, 4558, , 19100709, 32, 07 10336521,9008326
c7ca0830-d714-4ee7-bbed-c5ea75218570,benjamin,kennerley, 1, fellows street, , auburn, 6225, nsw, 19320809, 33, ,7031703
2078d6c5-35f1-4eb2-bb28-3cf955df1df3,nicole,petersen, 3, wolstenholme street, , hamilton, 4560, qld, 19661230, 25, 04 46193704,8881485
43b90842-5c36-4498-bd8b-a3a62503bfeb,james,reid, 343, byrne street, , tathra, 4075, qld, 19961102, 32, 03 49696396,3623075
7b455b21-4b6e-4f4d-a44c-8d5cbbd75d81,oliver,jiang, 21, lyttleton crescent, nunderi, dromedary, 2306, , 19220127, 21, 08 87265634,1329033
a170b2b0-de50-419f-b89b-db3ec6a6703f,tiarna,mccarthy, 24, mary potter circuit, apmnt 203, coonabarabran, 3072, vic, 19841007, , ,5687810
359141b5-cc34-499f-a622-1c1d29736c41,dylan,stanley, 40, montgomery place, , daisy hill, 3338, act, 19051025, 37, 07 03326226,1663192
65d54d7d-0e25-4d04-887d-cb25ebc0744f,brianna,haklar, 12, corella place, , elsternwick, 5302, qld, 19300609, 31, 08 17511309,1697083
d4d125ec-34ca-49f5-83ec-476a922908ae,hugh,rankine, 10, hamlet place, tinaroo falls, hawthorn, 2145, nsw, , 30, 07 43985024,1930492
fc0dc0bc-8244-4abd-aa2d-fe34393d21f9,kaitlin,garran, 104, mckay street, , moruya, 3101, qld, 19320506, 29, 04 64513630,1258428
b338104f-5b89-4aa9-916d-2a19df0b4e02,keahley,edwarda, 14, geebung place, kangaroo grnd, augathella, 4702, vic, , 24, 07 43196224,7672468
736f939c-689f-4a02-95b4-d0195289e36b,kyle,wevill, 1, hansen circuit, , sunnybank, 2560, qld, 19960528, 36, 07 62673277,3418178
ad30ac8d-4939-4440-a8f3-a9b477101ea9,ruby,harrington, 11, ina gregory circuit, , colac, 4000, nsw, 19211226, 35, 03 78532187,3649623
bb4e468d-12e9-4e47-9d7a-a54edfdf6271,blayke,nguyen, 2, irvine street, , glenwood, 3029, vic, 19900404, 31, 04 10688757,5591626
a69c5f21-d17c-468c-8540-af20be6df48f,david,ho, 61, arkell place, the olives, tottenham, 4006, qld, , 27, 08 58800398,1712224
bc845d33-b987-49ef-a1b7-b51a18c66d19,macey,mccarthy, 16, davis street, meath mews retrmnt vlge, , 4133, nsw, 19110103, 39, 07 54611735,5746368
a0e68c6d-eb8a-445c-aea5-118eb043b0d2,samantha,beattie, 887, solly place, smithfield house, cairns, 5013, vic, 19441113, 32, 07 05620397,2179557
4c551bac-a4af-405c-8fe3-fe8f0ca118b2,ruby,george, 12, captain cook crescent, , pascoe vale south, 4078, nsw, 19111026, 20, 03 10457848,9420195
617fc13d-c960-42dc-9be1-4b3ff9dfef64,byron,krollig, 28, bushby close, , edenhope, 2536, sa, 19251204, 21, 07 16374682,4394331
f5840592-32bf-47d2-9635-c4527fc21748,emiily,procter, 242, hytten place, mountain view retirement vlge, mosman, 7010, wa, 19420427, 39, 03 81814963,7458939
ffd7b0b4-1f30-4e08-84fb-c92500642ec2,alexander,kowald, 414, archibald street, , st clair, 6025, nsw, 19620514, 34, 03 75731202,3186444
8f8e2267-3cb3-4cd6-b26f-52858486351a,cade,rudd, 3, florence taylor street, , maryborough, 3909, nsw, 19980413, 31, 07 17767852,4396585
273f4b07-ed3b-4350-925d-5c53c47694a9,ethan,estacio, 16, ferdinand street, , mullaloo, 2780, vic, , 21, 02 88694724,3521904
02bba25a-961d-4c9f-b332-c85cf4107f51,charlotte,mac ginley, 1, lenehan street, , punchbowl, 2097, nsw, 19080616, 29, 04 88049629,6223394
0464787b-8f3e-4484-8359-9ad649b6146e,james,talberg, 9, jansz crescent, brentwood vlge, kingsford, 2750, vic, 19600514, 26, 04 89267950,3002173
c8dcd064-3af5-4f8d-aecc-a786d07bf929,finnbar,fromentin, 27, fernyhough crescent, , tusmore, 4510, wa, 19640323, 20, 04 50754951,4494893
37125cf9-a421-4512-9c17-3274a4c732a3,cameron,nguyen, 32, saggers close, sec 64, nhill, 3219, nsw, 19790730, 27, 08 89361611,6042579
17a73100-27c0-4abc-b8e0-07c352de5008,alessandra,gogel, 15, pomeroy street, eddington, paddington, 3289, vic, 19430325, 26, 08 99260080,8267297
890cd175-1b93-4b93-bda1-29cd4c72dd21,giuliana,painter, 15, gillen street, , rosebud, 4035, nsw, 19550618, 23, 03 17634343,4504217
3cfe8ec9-8606-492c-8374-b2463cb1019a,george,simmonds, 23, zincke close, , burwood, 4217, vic, 19340223, 27, 04 85615125,4100918
419c00af-bfb7-449f-b03c-13e49bae2f39,joshua,white, 6, lyrebird place, , whyalla, 2205, nsw, 19121104, 31, 02 02059649,7109024
b18eca65-5d82-4b64-ad0e-0ea2b2b018bf,harrison,blake, 62, poole place, parish talowahl, lysterfield, 6112, nsw, , , 02 18303954,8656890
235bbc29-005d-4e7f-b11f-5598298daaf9,alicia,sleath, 2, parer street, , preston, 2170, vic, 19630125, 31, 07 79153245,9322536
1f9373de-2191-4e92-9878-f6c991179ecc,millane,bishop, 71, ennor crescent, bardun park, gin gin, 2010, qld, 19480709, 22, 04 71857460,6322329
b0e53400-64de-4286-ba8e-06f8fbab96e2,jack,bakken, 115, maxwell street, ochiltree, camperdown, 4053, nsw, 19121114, , 02 33956436,4536730
de3895e7-5747-41fa-a153-08dcf3431544,makenzi,hage, 798, embling street, nioka, crows nest, 2166, nsw, , 31, 03 98288937,7881869
bcc1b1c8-e6ab-4082-8c80-44b4c14f1547,kelsey,trimmer, 4, whitford place, , bellambi, 7109, qld, , 27, 04 24812927,2813601
5fc40b13-6c3c-4b3e-9b26-bfc85de7377b,henry,wilkey, 191, justice place, baptist retirement, kellyville, 2463, nsw, 19911213, 32, 02 20520334,1496549
86dac332-d245-4bfc-84ee-a847531efc55,lauren,kilby, 10, bonython street, , moree, 2030, nsw, , 30, 08 50663159,3872838
143fb5ca-cb49-452b-8af0-3a50b0aa6bfb,anton,bishop, 59, castleton crescent, , thornlie, 5440, nsw, , 37, 02 84259354,1832925
e2fc9811-d49d-453c-ab03-2b0a5cdd333e,jayde,howie, 4, , , emu park, 4750, qld, 19990102, 33, 04 91380263,9424582
18961982-9fb9-4466-9582-8a09c6741e7a,jack,sijacic, 44, pankhurst crescent, , kyle bay, 4650, nsw, , , 07 15518438,1437911
c89dfe1a-ef2f-4657-aec8-7fb8ad822c31,tommy,simmonds, 211, vidal street, , thornleigh, 2745, nsw, 19710106, 26, 08 07703382,2832226
4bacad06-7054-4ed7-91a7-d987c6ad9df9,harrison,burnell, 18, see place, galloway, botany, 5064, qld, 19671212, 20, 07 39033061,1142814
e1eb41b0-7710-4b70-9327-bdf0325c490d,jack,campbell, 30, cowdery place, , st kilda, 6027, nsw, 19951202, 20, 07 48692456,9159711
61027923-c790-4b98-89cd-b99b89971888,sarah,zilm, 26, , camphill, gray, 3912, vic, 19401017, 24, 08 58320436,8704180
4c7cb174-2661-4d2c-9141-7815c46bcbad,dylan,clarke, 39, , , greensborough, 7310, vic, 19100111, , 07 67493184,4861613
e19b8b22-9b4d-48b7-8687-56405fc4e413,jasmine,blyde, 21, alston street, , canterbury, 2594, nsw, , 25, 03 86452193,7242557
4e7bb016-8fd3-4fa7-b6a0-4c823e7d3470,marleigh,mclaine, 6, willara close, , bridgeman downs, 2010, qld, 19500419, 28, 02 84140757,3049716
00e4f637-ac9e-4523-8c43-fb781f9969b3,edward,vyden, 28, fremantle drive, , junortoun, 2064, sa, 19240723, 24, 08 92294222,3396555
ed54e8b6-926a-48b4-b37d-b3513b2458a1,d'arcy,ballantyne, 9, onkaparinga crescent, saslea stud, taigum, 3805, nsw, 19910428, 26, 03 10766743,7393340
fdafe21b-ca08-4697-aefc-caa132de7b71,ella,white, 7, britten-jones drive, , kurri kurri, 4036, qld, 19880909, 10, 02 84225519,1353202
432c1e71-f192-4e1a-ae6d-84caa8f3b43a,ella,bloomfield, 5, borrowdale street, , the dawn, 3136, qld, 19940613, 26, 07 72069538,3218711
3b17e0ca-62b5-4c6e-84fd-627333dd3b90,riley,zimmermann, 59, lewin street, , highett, 4350, wa, 19670811, , 02 39391376,2599861
3b4e4ad3-d885-459a-9b53-e4e4fd9a2a77,emiily,hemmings, 4, beattie crescent, , cremorne, 6062, sa, 19950418, , 08 51433690,4525916
0f7f3fff-bff9-4c88-be81-16fc739b6d79,sophie,forshaw, 90, howie court, thyangra, carnegie, 2303, wa, 19290804, 30, 08 51898968,8705883
3f4545a4-f38e-4807-a71a-84a9d69f89ca,benjamin,mccarthy, 6, casey crescent, woodstock park, forrestfield, 7304, nsw, , 34, 04 70606636,2858673
2feba43e-8bc1-44a0-80df-6afc11cecae5,paige,quilliam, 31, hazel smith crescent, farnorah home, teatree, 4570, , 19690616, 32, 07 50785316,1644901
3e4822fe-a7a2-4b55-adb9-2c68d760a6f2,isabella,riddell, 22, , glenhurst, chevron island, 2680, qld, 19830503, , 02 02702238,3200855
9e4a8c43-3d9f-478d-8a23-d1765f6208bc,henry,rundle, 105, northbourne avenue, , woy woy, 4225, wa, 19200305, , ,3144045
b0b4bbfc-53d7-4795-9c9e-f1d804a9839f,nicholas,dreyer, 5, , sec 488, munruben, 4122, qld, 19440202, 36, 04 41912026,5646694
1683d53b-b1bb-4849-b6d7-cbee527c28e4,shakira,chrost, 424, chandler street, , lismore, 3216, qld, 19850704, 25, 04 10904954,7619517
d3a1d2a6-05aa-40f3-813b-4bad5ad26b5a,paris,bishop, 8, rubicon street, fulham park, como, 4061, vic, , 20, 04 15861502,2823323
a4b714a1-0284-4c15-89ea-d4b2a0ff438f,teresa,morrison, 22, bamford street, , spearwood, 6430, sa, 19140524, 22, 08 75090859,1840690
00250b86-d2c3-4e0a-ae55-bbd0d7a8fd05,alannah,coleman, 24, leibnitz place, , the entrance, 4487, wa, 19971015, 29, 07 13408962,7434425
02f86ac0-a2f4-4bf2-8a81-0c9f863c2f86,jed,nguyen, 23, lyttleton crescent, , parkside, 2176, , 19330304, 33, 03 71492367,5045632
26c71c70-a06d-4e76-8a1c-0c904f8659df,chelsea,herbert, 3, needham place, , laverton, 2576, vic, 19910101, 30, 07 59333332,7756619
f2e47832-41c6-428b-87b4-be846e00cd8b,emma,falting, 130, river street, , salisbury heights, 3144, wa, 19561124, 28, 08 93497460,6977633
9c3ebc2f-92af-4e0b-861e-ef18b334a0fe,sienna,warrior, 14, bosworth circuit, , yarram, 2426, nsw, 19931110, 32, 04 35658250,9909858
7d9cad8d-62fe-4942-ab11-efb33953ef24,isabella,webb, 87, totterdell street, palm garden villas, boyup brook, 3123, tas, 19920718, , 07 62060255,6246003
c14f61ea-fe5a-47c4-b271-3c1e0671eb98,campbell,felstead, , empire circuit, , ascot park, 4510, nsw, 19330205, 28, 03 51944841,3891326
10a77041-7531-477f-b4a0-c9c852210c4a,liam,geue, 2, smeaton circuit, , coffs harbour, 4110, nsw, 19090719, 34, ,7154730
117d587d-1616-46ed-8b04-48656e355d13,alexandra,white, 56, henry melville crescent, glen eden, pambula south, 4510, vic, 19920528, , 08 87469260,4452177
e259abbd-9f40-4794-94ee-b504c0693603,kate,mason, 130, owen crescent, lazy acres, west perth, 2485, qld, 19660530, 36, 03 49647964,5167164
acb5269e-30bc-4a8d-bcb4-59ce15ef1ee7,cooper,herbert, 17, gallagher street, southbidge, salisbury east, 4570, vic, 19760826, 31, 08 44028253,8108783
250fab9c-6c88-4ec5-9fe9-1991527f60a2,holly,renfrey, 32, neil place, , shell cove, 2251, nsw, 19450319, 28, 03 07473021,6602386
7dabe74a-8812-451f-bbb3-58a3d6a6fa20,jaime,mcglinn, 88, brunswick circuit, castlewood, goodwood, 5321, qld, 19460627, , 04 89133481,2534410
782f188f-5e95-40c7-a2d1-1e7980739dc2,riley,boyle, 21, westbury circuit, fm 627, bolwarra heights, 2500, , 19660201, , ,9092471
ace323e7-fcc7-40c0-aba9-409ce38cd31f,jaime,, , gosse street, , trevallyn, 2831, qld, 19080510, , 07 22187668,5754003
88d5be1e-0e6b-49df-bb91-f349fbcd0a7a,clement,birkin, 1, woodfull loop, mostyn on the park, para hills, 3412, nsw, 19440303, 35, 08 00047298,1015883
a9fae761-44c8-4a0f-ab79-b56192b329ac,bryce,campbell, 32, howie court, sec 161, bundaberg, 2136, vic, 19280729, 30, ,2678790
e2ed8a92-594b-4e31-b369-8003a2f81a45,josephine,pemper, 26, stanley street, , acacia ridge, 5158, vic, 19760302, 37, 02 62490078,4892934
547244a7-2f56-46fc-bfe0-eff82256b852,isobel,mainsbridge, 141, captain cook crescent, , malvern, 3111, , , 31, 07 97300478,3502119
c0f9c9e8-8c82-4684-90d7-f570294c91e2,kelsye,jessup, 25, mockridge crescent, yarrandale moonee, peakhurst, 2330, nsw, 19290129, 34, 03 63494871,9765544
db280bc2-d551-41da-a3ee-9467fde8ebba,ned,george, 328, edwards street, , mona vale, 2337, qld, 19161004, 31, 02 61646910,7078923
4ef5fb0d-c872-45e9-ae03-7e4cb5d0bcba,blake,durr, 49, darke street, , dover heights, 6172, nsw, 19220312, , 07 13343369,2489303
688a2a8e-8fef-4880-a104-d56265992f37,jessica,afford, 21, tompson street, bethany, penrith, 2500, , 19570728, 26, 07 98444977,2226105
fb0282c4-4861-42cd-8a64-90d053c79a10,hollie,white, 131, len waters street, , ballarat, 2463, vic, 19640909, 26, 07 96456582,4409533
845770a6-0015-4b53-8829-5a4a5bb60d8f,oscar,hyland, , tom roberts avenue, , killara, 2257, nsw, 19961210, 30, 03 60023291,6482211
7d9c0c6f-5cab-404f-bdc1-e85bd4d79ddd,aikaterina,campbell, 41, condamine street, , brookdale, 3171, sa, 19210314, 34, 04 90396253,3979585
8837535a-d118-4ea2-a0d9-698323e3e338,chelsea,white, 87, pokana circuit, , wellington point, 2440, vic, 19040205, 23, 08 39017944,5540423
ff09a913-6494-4ec8-b2e1-fc8dd0259c85,mitchell,jeffries, 3, hurtle avenue, the falls, clearview, 4021, vic, 19950924, 32, 08 20049506,5104382
71e36e1e-fde9-44e9-8b4a-0ea7e8632255,silas,ilmberger, 22, badimara street, brentwood vlge, parkdale, 2117, vic, 19560628, 19, 03 32498174,1577506
07143d1d-8579-470d-bdf5-4c1ca1e32fb4,harley,vincent, 31, plummer street, , darbalara, 2233, nsw, 19610514, , 04 52279365,7452289
360bcad1-dc14-44af-991b-c9951dacac9d,zack,priest, 50, angliss place, , woorim, 5355, qld, 19070503, 41, 07 13250211,6029590
bfc02da8-5d18-4b9b-9a3a-0aeb16c74b60,abby,rhyne, 13, lomman place, , nedlands, 2570, vic, 19210128, 32, 08 37582713,7283041
ea0f4483-dc80-406d-982c-4283416c06a1,joel,moscatt, 6, moloney close, , bunbury, 7310, wa, 19611119, 8, 04 40115232,7172036
e04402ef-31e7-4fe9-bed8-edb5fec4f325,zoe,koutlakis, 12, hannan crescent, , willetton, 2582, qld, 19291011, 25, 03 30901834,7901887
1db452fd-97eb-4808-9cd5-362d335d0a2b,lauren,rielly, 3, eaglemont retreat, , burwood, 3641, vic, 19540520, 22, 03 24199278,3659201
